"cl-file-1"
"Iteration" "cl-report"
("Iteration" "cl-report")
1 0.07862712418541568
2 0.1493299808402437
3 0.1996158075067201
4 0.2351178230315153
5 0.2601194226728096
6 0.2789075564388728
7 0.2928007396556895
8 0.3035751064409282
9 0.3118663387396009
10 0.3184531382954955
11 0.3236465606458356
12 0.3278042997199044
13 0.3310987222855219
14 0.3337560026239287
15 0.3359251346885456
16 0.3377382547955506
17 0.3392271575953254
18 0.3404648015616392
19 0.3415508255043931
20 0.3424991968195358
21 0.3433001977084743
22 0.3439764899769286
23 0.3445411036611172
24 0.3450119327229539
25 0.3454042538068911
26 0.3457349353441164
27 0.3460162509848115
28 0.3462631009522589
29 0.3464830375048181
30 0.3466837215961059
31 0.3468708761434572
32 0.3470575014293798
33 0.347243375670557
34 0.3474231628342274
35 0.3475941414274629
36 0.3477546682473778
37 0.3479038887760008
38 0.3480408467004029
39 0.3481644991257514
40 0.3482743188731903
41 0.3483700072031265
42 0.3484514610497487
43 0.3485191724132329
44 0.3485738074318276
45 0.3486164082037951
46 0.348646464076969
47 0.3486663998984887
48 0.3486796254704164
49 0.3486839403535642
50 0.3486817405045018
51 0.3486751135970702
52 0.3486655016628426
53 0.3486540510326114
54 0.3486413335939216
55 0.3486279750692805
56 0.3486146000727194
57 0.3486015113945756
58 0.3485892831358843
59 0.3485773629127468
60 0.3485671197284116
