"polar-file"
"Iteration" "cd-report etc.."
("Iteration" "cd-report" "cl-report")
93 0.01816012341367827 0.3940091595261688
94 0.01797037009843868 0.3974304437326838
95 0.01782773474334924 0.4001905032187461
96 0.0177885244557377 0.4018553497579126
97 0.01770675579943734 0.403360051104493
98 0.0176360372126378 0.4046423151760511
99 0.0175668141633596 0.4056355618911156
100 0.01784960505955374 0.3990563601411372
101 0.01794690806880532 0.3970450406300812
102 0.01786367709520375 0.4001561875316478
103 0.01759129018840192 0.4055460903081681
104 0.01721994312595908 0.4124383963106579
105 0.01676149241272021 0.4198575424529706
106 0.01629448874746732 0.4272255200379979
107 0.01583931345129091 0.4339973531155466
108 0.01542628698252804 0.4400173353749878
109 0.0150587620087417 0.4451368386139456
110 0.01475312167599159 0.4494257381905598
111 0.01462073888867562 0.4521420066733844
112 0.01434946344445272 0.455228369369995
113 0.01418514896161138 0.4576863827474981
114 0.01409155548025615 0.4589561128671548
115 0.01401181064516805 0.4601621361265553
116 0.01390285952333117 0.4613863190011847
117 0.01384420848239615 0.4623054187972003
118 0.01381790936859875 0.4627272134017531
119 0.01419311003054207 0.4557158397748339
120 0.01421503535778318 0.4543635975292849
121 0.01413895414282506 0.4565544375123238
122 0.01384458642964564 0.4610776878334061
123 0.01343669495586769 0.4674997328814244
124 0.01289938198110799 0.4745163023061097
125 0.01235300420525751 0.4816461164822986
126 0.01178943334437851 0.4882299199911512
127 0.01128063714349561 0.4941356932774554
128 0.01081722848638539 0.4991388636336302
129 0.01043105249174932 0.5033232461279081
130 0.01010409619303198 0.5066887733789733
131 0.009843929286274294 0.5093767995962167
132 0.009635140500237473 0.5114531080410778
133 0.009476424279804899 0.5130584614978007
134 0.009354731351779548 0.5142644363917135
135 0.009297699863297738 0.5149680774017426
136 0.009238069550770323 0.5155252949173691
137 0.009189023462392486 0.5160209383050308
138 0.00959586041097206 0.5089863150762042
139 0.009585002392529721 0.5076438737305881
140 0.009465020843700409 0.5093622348476301
141 0.009141892030691986 0.5134615555411337
142 0.008658285608981115 0.5195823185062335
143 0.008048652346968334 0.5263631419441012
144 0.007388123134219453 0.5333588207606039
145 0.006731083067386318 0.5398506515662456
146 0.006116884367138488 0.5457246932495348
147 0.005567514530666244 0.55070480756961
148 0.005093528393874422 0.5548793995166208
149 0.004698428251838823 0.5582194052902422
150 0.004378559824463298 0.5608906840156099
151 0.004129180101947823 0.5629412337121074
152 0.004014847895244368 0.5641952151929869
153 0.00388721024021852 0.5652366145109416
154 0.003780538982968818 0.566147209352686
155 0.00368582178869108 0.5668327125649064
156 0.003612184599397779 0.567393298236504
157 0.00406998513779078 0.5604101132232502
158 0.004025306810269916 0.5589929215707165
159 0.003854546234924806 0.5602915315077152
160 0.003518848885811897 0.5640308829985022
161 0.002968402302067007 0.5699014825452305
162 0.002298975491548194 0.5765141096478962
163 0.00155004095644044 0.5833879359042962
164 0.0008067418192464095 0.5897786993762862
165 0.0001020277005582006 0.5955346719962874
166 -0.0005248298017935506 0.6004081149314476
167 -0.001056680658471638 0.6044739894555864
168 -0.001502630811926558 0.6077216950378138
169 -0.001860379855896381 0.6102894833568094
170 -0.002040422766556868 0.6118453185603836
171 -0.00222063110174943 0.6131906323433823
172 -0.002378780046300776 0.6143215072709698
173 -0.002515651946128461 0.6151945462553691
174 -0.002629048966951621 0.6158751393018428
175 -0.002717826365308251 0.6163687549719667
176 -0.002786267844461411 0.6167352464459495
