"cd-file-2"
"Iteration" "cd-report"
("Iteration" "cd-report")
1 0.02748000146016831
2 0.03421954808563259
3 0.0305160078092882
4 0.02820165462005979
5 0.02579180759214972
6 0.0238139401701271
7 0.02207234176061596
8 0.02068894108849959
9 0.01951747675099014
10 0.0185532785279049
11 0.01772040730585174
12 0.01701982180951284
13 0.01640981082053563
14 0.01590581599432964
15 0.01548709061482327
16 0.01514862250707734
17 0.01488678826011198
18 0.01468887407067129
19 0.01452394623075043
20 0.01438576107067024
21 0.01427804897052531
22 0.01418902668666337
23 0.01411581454598398
24 0.01405028981517667
25 0.01399791144140665
26 0.01395149740461294
27 0.01391634002969008
28 0.01387759663224674
29 0.01385141594945793
30 0.01382028405425271
31 0.01380063872699299
32 0.01378122341835078
33 0.01376468900656724
34 0.01374653530205058
35 0.0137311989239908
36 0.01371581527195337
37 0.01370213282539822
38 0.0136879230858147
39 0.01367488077485052
40 0.01366178603620228
41 0.01364946869794799
42 0.01363732298223491
43 0.01362557352469345
44 0.01361418122487455
45 0.01360311934624994
46 0.01359251374972482
47 0.01358223439942117
48 0.01357240962605381
49 0.01356293504823638
50 0.01355395914159647
51 0.01354534463311457
52 0.01353565433420463
53 0.01352695303526512
54 0.01352042434583254
55 0.01351398556366104
56 0.01350688319571821
57 0.01350065208707705
58 0.01349613576850539
59 0.01349064655873151
60 0.01348557463503227
61 0.01348089468942662
62 0.01347622596626266
63 0.01347175327761965
64 0.01346755043630445
65 0.01346368542572423
66 0.01346009931062658
67 0.01345688494092998
68 0.01345379739532449
69 0.01345083683977778
70 0.01344791872564046
71 0.0134451716107463
72 0.01344266517084467
73 0.01344030998274193
74 0.01343826549415558
75 0.01343625386146585
76 0.01343436017394628
77 0.01343234353128113
78 0.01343038142540143
79 0.01342854492675769
80 0.01342694144094371
81 0.01342540750332505
