"cl-file-0"
"Iteration" "cl-report"
("Iteration" "cl-report")
1 0.08814096991851
2 0.159509679303262
3 0.2068749111177609
4 0.2343738545660608
5 0.2519237514585079
6 0.2630274574997553
7 0.2696259442430801
8 0.273914018567289
9 0.2768176415305723
10 0.2796020084207259
11 0.2818202536234456
12 0.2835443776329821
13 0.2848967681083295
14 0.2859572296342596
15 0.2868088215355303
16 0.2875426001228689
17 0.2881839190273571
18 0.2887698576341328
19 0.2893045199628955
20 0.2898110474993651
21 0.2902937216842443
22 0.2907375630949756
23 0.2910844722564784
24 0.29139836962407
25 0.2916846632698692
26 0.291947111366495
27 0.2921926027211103
28 0.2924185869927234
29 0.2926204674541479
30 0.2928143836081425
31 0.2930033574801157
32 0.2931856155929722
33 0.2933674969503547
34 0.293541530405372
35 0.2937071255069474
36 0.2938628372035956
37 0.2940232922838776
38 0.2941840275724986
39 0.2943364363960634
40 0.294476567813358
41 0.2945925315932919
42 0.2946925961709218
43 0.294782702670399
44 0.2948594155278175
45 0.2949230363850514
46 0.2949733876648633
47 0.2950111614340459
48 0.295037585376711
49 0.2950547881994319
50 0.2950643503731634
51 0.2950670376877314
52 0.2950636540540977
53 0.2950551341506062
54 0.2950420223302497
55 0.2950251910041359
56 0.2950054115190378
57 0.2949833429349772
58 0.2949594707023444
59 0.2949345435441668
60 0.2949087696681106
61 0.2948827869599475
62 0.294856999472538
63 0.2948318132915792
64 0.2948075021628251
65 0.2947844034262819
66 0.2947626429884907
67 0.2947424643091008
68 0.294723831529024
69 0.2947069300981561
70 0.2946916121203756
71 0.2946779484234567
72 0.2946658442603426
73 0.2946551678650135
74 0.2946458034549711
75 0.29463768381441
76 0.2946306541219416
77 0.2946245944353583
78 0.2946194007917619
79 0.2946149594130069
80 0.2946111683806588
81 0.2946078932583934
82 0.2946050676243784
83 0.2946025024221895
84 0.2946001771839252
85 0.2945980136475123
86 0.2945959911473225
87 0.2945940017556853
88 0.2945920142608909
89 0.294590020470948
90 0.294587988151214
91 0.2945858898569682
92 0.2945836899096226
93 0.2945813956109484
94 0.2945790205768166
95 0.2945765831956082
96 0.2945740533155346
97 0.294571463910616
