airfoil_name,reynolds,alpha,cl,cd,au0,au1,au2,au3,au4,au5,al0,al1,al2,al3,al4,al5
a18,7.0,-1.16,0.117,0.0244,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,7.0,0.93,0.324,0.0202,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,7.0,2.82,0.54,0.0349,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,7.0,5.05,0.842,0.0405,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,7.0,7.04,1.007,0.0314,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,7.0,9.08,1.108,0.0283,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,7.0,11.1,1.155,0.0572,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,-2.07,0.027,0.0229,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,-0.17,0.216,0.0182,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,1.14,0.407,0.0201,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,2.44,0.591,0.0214,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,4.17,0.81,0.0231,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,6.02,0.967,0.0207,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,7.62,1.057,0.0243,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,9.15,1.141,0.0318,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,10.41,1.186,0.0395,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,-1.53,0.084,0.0183,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,-0.37,0.266,0.0141,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,1.1,0.468,0.0147,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,2.82,0.653,0.0161,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,4.38,0.787,0.0153,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,5.94,0.92,0.0165,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,7.6,1.024,0.024,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,9.01,1.105,0.03,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,10.18,1.145,0.0366,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,-1.55,0.199,0.0126,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,0.17,0.385,0.0093,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,1.53,0.525,0.0089,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,2.93,0.673,0.01,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,4.38,0.809,0.0117,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
a18,9.0,5.59,0.906,0.014,0.2817322449859596,0.0791691594549038,0.3648592465692085,0.1508886645455854,0.2036871548213094,0.3643282186457857,0.0646700402035748,-0.1636947330244834,0.2972178061279495,-0.1516231677595039,0.2097172949028633,0.0728147280899389
