"cl-file-5"
"Iteration" "cl-report"
("Iteration" "cl-report")
1 0.047073906293122
2 0.1020859241083518
3 0.1560381915615494
4 0.2102956169266919
5 0.2621953151797097
6 0.3099148421972623
7 0.3530812594118221
8 0.3909673574695973
9 0.4233633491196087
10 0.4508658034828003
11 0.4733945947802505
12 0.4914687685765532
13 0.5057863690996088
14 0.516967547661246
15 0.5255934312697458
16 0.5321898697023779
17 0.5371526699759073
18 0.5408738362653801
19 0.5429257854505756
20 0.5452604263404537
21 0.5465953700802797
22 0.5480776658193635
23 0.5492132466704673
24 0.5499979207466071
25 0.5506147153817184
26 0.5510425990508568
27 0.5513907302218843
28 0.5516772966898703
29 0.5519460812387105
30 0.5521045976521072
31 0.5522622950773926
32 0.5524320938022497
33 0.5526152580917322
34 0.552812646306611
35 0.5530230044903697
36 0.5532438955228757
37 0.5534735129524645
38 0.5537092123647228
39 0.5539470212712324
40 0.5542972621697979
41 0.5546656282460574
42 0.5550209913858367
43 0.555358705833926
44 0.5556725868501511
45 0.5559619730554156
46 0.556225784773022
47 0.5564648546828268
48 0.5566805104069652
49 0.5568733981883423
50 0.5570460354528228
51 0.557200283155019
52 0.5573379112166854
53 0.5574607473258599
54 0.5575709565814365
55 0.5576701215273141
56 0.5577594466763337
57 0.5578401554016296
58 0.5579136635820441
59 0.5579809782420856
60 0.558042664990714
61 0.5580993430399814
62 0.5581518929306463
63 0.5582003843630613
64 0.5582452931967442
65 0.5582872570534703
66 0.5583264916417434
67 0.5583631473527264
68 0.558397278986732
69 0.5584289299627722
70 0.5584581056389282
71 0.55848487620962
72 0.5585092805190853
73 0.5585313114484154
74 0.5585508818555347
75 0.5585680184341517
76 0.5585827599501003
77 0.558595419801611
78 0.5586057770149123
