Airfoil: W1011-20 fp60
Builder: S. Cassidy
Comment: Clean, Cf/C = 20%, Flap = 60°

Number of Reynolds #'s:
1

Average Reynolds #:
199892.9
Number of angles of attack:
7
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.25    0.592   0.1473   0.1503   0.1468   0.1494   0.1434   0.1433   0.1470   0.1490   0.1491
 -6.13    0.766   0.1472   0.1510   0.1460   0.1496   0.1442   0.1414   0.1467   0.1488   0.1501
 -4.10    0.883   0.1448   0.1599   0.1488   0.1471   0.1378   0.1357   0.1398   0.1430   0.1461
 -2.03    1.044   0.1463   0.1601   0.1490   0.1479   0.1429   0.1406   0.1410   0.1417   0.1468
 -0.07    1.195   0.1516   0.1570   0.1510   0.1549   0.1491   0.1487   0.1496   0.1504   0.1524
  2.05    1.362   0.1512   0.1570   0.1485   0.1546   0.1488   0.1469   0.1488   0.1502   0.1548
  4.09    1.509   0.1549   0.1577   0.1527   0.1567   0.1518   0.1509   0.1562   0.1555   0.1578
Tabulated from data in file 07259gw_interp.dat & reduced using program C10.20

File w1011-20_fp60_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:54
