Airfoil: W1015-20 fp15
Builder: S. Cassidy
Comment: Clean, Cf/C = 20%, Flap = 15°

Number of Reynolds #'s:
2

Average Reynolds #:
199852.3
Number of angles of attack:
22
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.27   -0.448   0.0274   0.0274   0.0265   0.0294   0.0271   0.0267   0.0286   0.0263   0.0272
 -8.35   -0.350   0.0266   0.0260   0.0259   0.0294   0.0255   0.0258   0.0279   0.0252   0.0274
 -7.22   -0.238   0.0264   0.0265   0.0251   0.0290   0.0259   0.0260   0.0282   0.0236   0.0270
 -6.25   -0.143   0.0266   0.0268   0.0249   0.0288   0.0264   0.0264   0.0276   0.0239   0.0282
 -5.12   -0.032   0.0272   0.0272   0.0272   0.0276   0.0263   0.0266   0.0279   0.0259   0.0291
 -4.15    0.061   0.0269   0.0268   0.0253   0.0300   0.0242   0.0251   0.0281   0.0273   0.0286
 -3.02    0.176   0.0275   0.0293   0.0256   0.0319   0.0277   0.0279   0.0275   0.0209   0.0289
 -2.12    0.261   0.0277   0.0301   0.0240   0.0324   0.0254   0.0277   0.0295   0.0220   0.0305
 -0.97    0.415   0.0266   0.0264   0.0264   0.0284   0.0267   0.0255   0.0279   0.0249   0.0266
  0.03    0.601   0.0207   0.0196   0.0196   0.0260   0.0195   0.0188   0.0255   0.0176   0.0192
  1.10    0.676   0.0226   0.0192   0.0207   0.0341   0.0218   0.0223   0.0261   0.0170   0.0194
  1.89    0.702   0.0265   0.0257   0.0222   0.0347   0.0251   0.0270   0.0312   0.0187   0.0273
  3.10    0.776   0.0281   0.0265   0.0247   0.0356   0.0267   0.0283   0.0324   0.0213   0.0293
  3.96    0.837   0.0289   0.0267   0.0254   0.0358   0.0279   0.0293   0.0329   0.0230   0.0306
  5.14    0.934   0.0304   0.0288   0.0270   0.0362   0.0297   0.0303   0.0336   0.0253   0.0321
  6.11    1.012   0.0320   0.0306   0.0286   0.0378   0.0311   0.0319   0.0358   0.0272   0.0334
  7.11    1.101   0.0342   0.0325   0.0311   0.0391   0.0333   0.0337   0.0382   0.0296   0.0359
  8.05    1.177   0.0360   0.0347   0.0331   0.0401   0.0345   0.0357   0.0396   0.0320   0.0382
  9.22    1.270   0.0385   0.0370   0.0373   0.0414   0.0371   0.0380   0.0411   0.0365   0.0400
 10.15    1.341   0.0406   0.0397   0.0408   0.0411   0.0394   0.0406   0.0418   0.0401   0.0417
 11.16    1.409   0.0442   0.0447   0.0451   0.0409   0.0406   0.0443   0.0438   0.0475   0.0463
 12.15    1.464   0.0499   0.0471   0.0517   0.0467   0.0465   0.0486   0.0500   0.0546   0.0537
Tabulated from data in file 07021gw_interp.dat & reduced using program C10.20

Average Reynolds #:
400406.9
Number of angles of attack:
22
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.46   -0.459   0.0237   0.0237   0.0226   0.0278   0.0218   0.0225   0.0237   0.0232   0.0242
 -8.37   -0.356   0.0232   0.0233   0.0221   0.0270   0.0212   0.0215   0.0248   0.0216   0.0242
 -7.36   -0.264   0.0228   0.0231   0.0219   0.0259   0.0207   0.0210   0.0244   0.0210   0.0242
 -6.25   -0.154   0.0229   0.0241   0.0218   0.0247   0.0223   0.0212   0.0243   0.0202   0.0245
 -5.13   -0.041   0.0231   0.0242   0.0226   0.0250   0.0226   0.0228   0.0235   0.0199   0.0243
 -4.18    0.059   0.0233   0.0242   0.0229   0.0255   0.0227   0.0231   0.0236   0.0201   0.0240
 -3.09    0.175   0.0229   0.0227   0.0211   0.0255   0.0218   0.0217   0.0249   0.0210   0.0248
 -2.15    0.348   0.0215   0.0196   0.0180   0.0269   0.0203   0.0211   0.0250   0.0181   0.0231
 -1.15    0.541   0.0139   0.0129   0.0128   0.0168   0.0134   0.0139   0.0163   0.0124   0.0129
 -0.12    0.618   0.0142   0.0132   0.0134   0.0172   0.0142   0.0143   0.0154   0.0124   0.0131
  1.03    0.651   0.0217   0.0199   0.0134   0.0302   0.0250   0.0264   0.0266   0.0109   0.0208
  1.95    0.713   0.0240   0.0237   0.0182   0.0297   0.0251   0.0282   0.0262   0.0132   0.0277
  3.09    0.797   0.0256   0.0254   0.0214   0.0287   0.0271   0.0288   0.0285   0.0175   0.0274
  4.10    0.886   0.0269   0.0262   0.0244   0.0288   0.0285   0.0296   0.0291   0.0203   0.0284
  5.14    0.970   0.0283   0.0282   0.0248   0.0303   0.0299   0.0296   0.0312   0.0225   0.0302
  6.15    1.059   0.0294   0.0308   0.0264   0.0315   0.0295   0.0307   0.0321   0.0236   0.0308
  7.07    1.141   0.0306   0.0319   0.0290   0.0317   0.0307   0.0316   0.0314   0.0277   0.0307
  8.16    1.231   0.0318   0.0332   0.0327   0.0286   0.0311   0.0333   0.0305   0.0323   0.0324
  9.22    1.334   0.0332   0.0336   0.0364   0.0279   0.0316   0.0358   0.0302   0.0357   0.0344
 10.10    1.400   0.0352   0.0355   0.0397   0.0289   0.0313   0.0371   0.0325   0.0394   0.0371
 11.22    1.494   0.0371   0.0358   0.0404   0.0332   0.0315   0.0358   0.0364   0.0425   0.0411
 12.11    1.549   0.0421   0.0387   0.0431   0.0379   0.0368   0.0392   0.0430   0.0510   0.0475
Tabulated from data in file 07023sn_interp.dat & reduced using program C10.20

File w1015-20_fp15_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:55
