Airfoil: W1015-30 fp25
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 25°

Number of Reynolds #'s:
2

Average Reynolds #:
199830.5
Number of angles of attack:
21
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.28    0.021   0.0590   0.0566   0.0554   0.0612   0.0632   0.0609   0.0588   0.0583   0.0576
 -8.25    0.114   0.0597   0.0575   0.0562   0.0612   0.0631   0.0606   0.0593   0.0595   0.0601
 -7.11    0.221   0.0617   0.0591   0.0595   0.0638   0.0653   0.0628   0.0618   0.0603   0.0613
 -6.22    0.307   0.0633   0.0603   0.0602   0.0647   0.0671   0.0625   0.0644   0.0630   0.0639
 -5.12    0.423   0.0664   0.0657   0.0652   0.0709   0.0687   0.0658   0.0671   0.0643   0.0640
 -4.05    0.526   0.0680   0.0694   0.0667   0.0736   0.0715   0.0673   0.0666   0.0640   0.0653
 -3.06    0.613   0.0709   0.0712   0.0692   0.0758   0.0739   0.0713   0.0706   0.0681   0.0673
 -2.20    0.691   0.0730   0.0722   0.0710   0.0766   0.0758   0.0729   0.0730   0.0715   0.0706
 -1.00    0.757   0.0608   0.0612   0.0579   0.0603   0.0609   0.0610   0.0616   0.0601   0.0631
  0.03    0.856   0.0656   0.0593   0.0596   0.0700   0.0757   0.0757   0.0697   0.0619   0.0531
  0.90    0.899   0.0726   0.0565   0.0647   0.0757   0.0820   0.0852   0.0833   0.0725   0.0612
  1.88    0.980   0.0767   0.0611   0.0697   0.0837   0.0924   0.0896   0.0842   0.0725   0.0604
  3.08    1.080   0.0769   0.0643   0.0709   0.0814   0.0870   0.0877   0.0846   0.0744   0.0646
  4.01    1.146   0.0782   0.0674   0.0731   0.0842   0.0871   0.0874   0.0839   0.0748   0.0675
  5.14    1.226   0.0794   0.0714   0.0764   0.0873   0.0854   0.0837   0.0837   0.0780   0.0696
  6.16    1.304   0.0800   0.0744   0.0785   0.0859   0.0856   0.0826   0.0841   0.0779   0.0715
  7.17    1.384   0.0808   0.0772   0.0780   0.0834   0.0835   0.0843   0.0864   0.0808   0.0727
  8.02    1.446   0.0814   0.0815   0.0801   0.0824   0.0809   0.0831   0.0869   0.0807   0.0753
  9.08    1.527   0.0829   0.0929   0.0846   0.0784   0.0754   0.0807   0.0875   0.0850   0.0791
 10.21    1.615   0.0827   0.0996   0.0840   0.0774   0.0710   0.0767   0.0862   0.0856   0.0809
 11.19    1.667   0.0862   0.1004   0.0851   0.0788   0.0747   0.0782   0.0901   0.0937   0.0884
Tabulated from data in file 06971sn_interp.dat & reduced using program C10.20

Average Reynolds #:
399569.9
Number of angles of attack:
20
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.29    0.011   0.0547   0.0540   0.0541   0.0587   0.0578   0.0545   0.0550   0.0524   0.0512
 -8.35    0.102   0.0564   0.0545   0.0556   0.0608   0.0613   0.0573   0.0564   0.0537   0.0514
 -7.29    0.201   0.0576   0.0559   0.0596   0.0659   0.0637   0.0579   0.0564   0.0532   0.0482
 -6.30    0.295   0.0588   0.0583   0.0621   0.0683   0.0657   0.0583   0.0568   0.0537   0.0470
 -5.27    0.406   0.0606   0.0619   0.0646   0.0713   0.0666   0.0595   0.0571   0.0552   0.0485
 -4.19    0.504   0.0644   0.0636   0.0667   0.0743   0.0705   0.0635   0.0606   0.0597   0.0564
 -3.15    0.594   0.0607   0.0596   0.0580   0.0628   0.0641   0.0617   0.0616   0.0597   0.0579
 -2.07    0.749   0.0594   0.0632   0.0580   0.0580   0.0539   0.0557   0.0620   0.0641   0.0607
 -1.19    0.815   0.0625   0.0569   0.0608   0.0708   0.0794   0.0719   0.0616   0.0585   0.0398
 -0.06    0.866   0.0680   0.0516   0.0607   0.0691   0.0811   0.0849   0.0766   0.0650   0.0549
  1.01    0.946   0.0700   0.0566   0.0630   0.0742   0.0843   0.0850   0.0768   0.0665   0.0538
  1.99    1.025   0.0719   0.0582   0.0673   0.0779   0.0853   0.0839   0.0781   0.0676   0.0570
  3.01    1.109   0.0736   0.0636   0.0697   0.0797   0.0833   0.0817   0.0806   0.0714   0.0591
  3.91    1.177   0.0757   0.0656   0.0711   0.0823   0.0860   0.0847   0.0801   0.0730   0.0623
  5.15    1.281   0.0759   0.0708   0.0723   0.0806   0.0816   0.0816   0.0797   0.0753   0.0654
  6.08    1.355   0.0766   0.0783   0.0746   0.0768   0.0764   0.0779   0.0809   0.0789   0.0689
  7.01    1.439   0.0763   0.0928   0.0766   0.0663   0.0650   0.0720   0.0823   0.0823   0.0736
  8.07    1.538   0.0747   0.0949   0.0752   0.0604   0.0591   0.0660   0.0771   0.0803   0.0843
  9.07    1.622   0.0746   0.0924   0.0731   0.0596   0.0618   0.0701   0.0815   0.0804   0.0777
 10.26    1.721   0.0761   0.0953   0.0756   0.0641   0.0622   0.0709   0.0817   0.0802   0.0789
Tabulated from data in file 06973sn_interp.dat & reduced using program C10.20

File w1015-30_fp25_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:55
