Airfoil: W1011-30 fp20
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 20°

Number of Reynolds #'s:
3

Average Reynolds #:
100069.6
Number of angles of attack:
17
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.32   -0.034   0.0446   0.0451   0.0438   0.0450   0.0436   0.0426   0.0454   0.0454   0.0456
 -8.17    0.060   0.0450   0.0458   0.0446   0.0463   0.0436   0.0429   0.0452   0.0451   0.0463
 -7.12    0.144   0.0473   0.0495   0.0465   0.0484   0.0456   0.0451   0.0471   0.0477   0.0481
 -6.28    0.191   0.0501   0.0516   0.0501   0.0525   0.0483   0.0480   0.0494   0.0502   0.0506
 -5.25    0.263   0.0514   0.0532   0.0499   0.0522   0.0496   0.0492   0.0519   0.0531   0.0521
 -4.22    0.350   0.0509   0.0524   0.0494   0.0520   0.0492   0.0492   0.0512   0.0512   0.0523
 -3.02    0.465   0.0499   0.0511   0.0499   0.0509   0.0485   0.0471   0.0507   0.0512   0.0498
 -2.02    0.552   0.0499   0.0508   0.0487   0.0513   0.0485   0.0491   0.0507   0.0503   0.0503
 -1.14    0.624   0.0522   0.0504   0.0486   0.0534   0.0516   0.0502   0.0546   0.0554   0.0533
 -0.06    0.744   0.0493   0.0535   0.0490   0.0503   0.0461   0.0449   0.0498   0.0498   0.0507
  1.04    0.868   0.0514   0.0443   0.0422   0.0495   0.0544   0.0600   0.0609   0.0490   0.0513
  2.11    0.905   0.0557   0.0520   0.0509   0.0565   0.0571   0.0543   0.0617   0.0588   0.0547
  3.10    0.971   0.0586   0.0497   0.0552   0.0625   0.0607   0.0577   0.0607   0.0605   0.0619
  3.95    1.027   0.0623   0.0482   0.0558   0.0655   0.0653   0.0641   0.0676   0.0643   0.0680
  5.17    1.099   0.0680   0.0538   0.0617   0.0712   0.0712   0.0685   0.0711   0.0704   0.0761
  6.19    1.173   0.0732   0.0613   0.0683   0.0786   0.0760   0.0726   0.0743   0.0741   0.0800
  7.05    1.234   0.0807   0.0733   0.0782   0.0888   0.0827   0.0791   0.0797   0.0794   0.0848
Tabulated from data in file 07155sn_interp.dat & reduced using program C10.20

Average Reynolds #:
200013.9
Number of angles of attack:
18
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
