Airfoil: W1011-20 fp50
Builder: S. Cassidy
Comment: Clean, Cf/C = 20%, Flap = 50°

Number of Reynolds #'s:
1

Average Reynolds #:
199842.0
Number of angles of attack:
8
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.21    0.474   0.1153   0.1123   0.1095   0.1120   0.1083   0.1095   0.1196   0.1248   0.1265
 -6.24    0.655   0.1180   0.1152   0.1136   0.1166   0.1148   0.1134   0.1210   0.1245   0.1253
 -4.12    0.825   0.1184   0.1191   0.1159   0.1196   0.1148   0.1137   0.1186   0.1222   0.1232
 -2.15    0.952   0.1112   0.1212   0.1156   0.1150   0.1067   0.1044   0.1056   0.1072   0.1142
 -0.03    1.123   0.1247   0.1248   0.1189   0.1234   0.1217   0.1231   0.1271   0.1286   0.1302
  1.94    1.277   0.1273   0.1309   0.1271   0.1291   0.1252   0.1266   0.1266   0.1268   0.1261
  4.07    1.441   0.1255   0.1262   0.1206   0.1237   0.1226   0.1256   0.1276   0.1275   0.1305
  6.09    1.566   0.1266   0.1239   0.1211   0.1253   0.1221   0.1254   0.1295   0.1316   0.1340
Tabulated from data in file 07258gw_interp.dat & reduced using program C10.20

File w1011-20_fp50_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:54
