Airfoil: W1011-20 fp5
Builder: S. Cassidy
Comment: Clean, Cf/C = 20%, Flap = 5°

Number of Reynolds #'s:
2

Average Reynolds #:
200075.3
Number of angles of attack:
19
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.31   -0.591   0.0165   0.0115   0.0103   0.0322   0.0108   0.0118   0.0265   0.0137   0.0149
 -7.24   -0.483   0.0143   0.0107   0.0089   0.0292   0.0082   0.0101   0.0235   0.0105   0.0136
 -6.24   -0.381   0.0132   0.0107   0.0089   0.0247   0.0091   0.0096   0.0205   0.0092   0.0129
 -5.22   -0.264   0.0123   0.0111   0.0083   0.0229   0.0083   0.0094   0.0175   0.0085   0.0124
 -4.14   -0.149   0.0117   0.0111   0.0092   0.0199   0.0080   0.0090   0.0161   0.0086   0.0118
 -3.10   -0.047   0.0112   0.0109   0.0098   0.0164   0.0087   0.0088   0.0139   0.0091   0.0115
 -2.13    0.048   0.0117   0.0112   0.0109   0.0171   0.0096   0.0102   0.0136   0.0101   0.0108
 -1.22    0.141   0.0115   0.0111   0.0106   0.0144   0.0106   0.0110   0.0118   0.0105   0.0118
 -0.15    0.259   0.0108   0.0114   0.0073   0.0154   0.0116   0.0078   0.0110   0.0100   0.0117
  1.00    0.364   0.0103   0.0117   0.0107   0.0102   0.0105   0.0105   0.0092   0.0100   0.0100
  1.90    0.455   0.0115   0.0116   0.0126   0.0117   0.0119   0.0112   0.0111   0.0105   0.0116
  3.01    0.557   0.0133   0.0135   0.0139   0.0136   0.0140   0.0128   0.0128   0.0130   0.0130
  3.95    0.647   0.0151   0.0151   0.0154   0.0157   0.0157   0.0147   0.0149   0.0148   0.0144
  5.12    0.745   0.0174   0.0165   0.0170   0.0192   0.0181   0.0170   0.0175   0.0168   0.0168
  6.10    0.834   0.0195   0.0186   0.0186   0.0211   0.0201   0.0194   0.0203   0.0189   0.0188
  7.13    0.915   0.0226   0.0216   0.0218   0.0241   0.0233   0.0232   0.0233   0.0210   0.0221
  8.06    0.981   0.0258   0.0251   0.0255   0.0270   0.0257   0.0260   0.0274   0.0249   0.0250
  9.13    1.051   0.0310   0.0302   0.0312   0.0337   0.0320   0.0301   0.0320   0.0297   0.0293
 10.12    1.095   0.0376   0.0368   0.0375   0.0404   0.0381   0.0374   0.0386   0.0357   0.0360
Tabulated from data in file 07083gw_interp.dat & reduced using program C10.20

Average Reynolds #:
399694.6
Number of angles of attack:
20
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.34   -0.577   0.0123   0.0106   0.0106   0.0195   0.0098   0.0103   0.0162   0.0104   0.0110
 -7.22   -0.472   0.0108   0.0094   0.0094   0.0168   0.0089   0.0092   0.0138   0.0084   0.0103
 -6.24   -0.370   0.0098   0.0091   0.0085   0.0153   0.0081   0.0076   0.0130   0.0073   0.0096
 -5.17   -0.257   0.0092   0.0086   0.0084   0.0134   0.0081   0.0074   0.0112   0.0072   0.0095
 -4.19   -0.158   0.0088   0.0085   0.0086   0.0124   0.0079   0.0069   0.0109   0.0063   0.0091
 -3.14   -0.051   0.0083   0.0081   0.0079   0.0117   0.0076   0.0066   0.0104   0.0063   0.0078
 -2.14    0.048   0.0084   0.0082   0.0060   0.0152   0.0063   0.0069   0.0092   0.0086   0.0070
 -1.00    0.159   0.0079   0.0083   0.0070   0.0101   0.0068   0.0067   0.0084   0.0074   0.0083
 -0.05    0.250   0.0082   0.0087   0.0082   0.0087   0.0080   0.0082   0.0079   0.0079   0.0084
  0.91    0.337   0.0093   0.0095   0.0094   0.0096   0.0092   0.0095   0.0088   0.0088   0.0093
  1.99    0.429   0.0102   0.0103   0.0106   0.0101   0.0105   0.0107   0.0096   0.0100   0.0100
  2.94    0.523   0.0110   0.0107   0.0123   0.0104   0.0117   0.0112   0.0101   0.0113   0.0103
  3.94    0.617   0.0119   0.0111   0.0131   0.0119   0.0129   0.0112   0.0113   0.0119   0.0114
  5.06    0.724   0.0129   0.0124   0.0126   0.0142   0.0135   0.0122   0.0129   0.0124   0.0125
  6.05    0.821   0.0141   0.0131   0.0136   0.0163   0.0146   0.0131   0.0146   0.0136   0.0137
  7.13    0.917   0.0159   0.0150   0.0149   0.0184   0.0164   0.0150   0.0173   0.0152   0.0152
  8.09    0.996   0.0185   0.0178   0.0173   0.0208   0.0190   0.0178   0.0201   0.0175   0.0179
  9.08    1.067   0.0218   0.0214   0.0210   0.0235   0.0224   0.0209   0.0233   0.0208   0.0209
 10.16    1.139   0.0267   0.0264   0.0260   0.0280   0.0271   0.0261   0.0282   0.0262   0.0257
 11.19    1.189   0.0326   0.0323   0.0323   0.0335   0.0326   0.0325   0.0341   0.0323   0.0314
Tabulated from data in file 07081gw_interp.dat & reduced using program C10.20

File w1011-20_fp5_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:54
