Airfoil: AG40d-02r fp40
 -4.08    1.03  -0.2571
 -3.04    1.08  -0.2448
 -2.09    1.16  -0.2423
 -0.97    1.20  -0.2307
 -0.01    1.34  -0.2371
  0.92    1.39  -0.2306
  2.10    1.49  -0.2294
  3.05    1.53  -0.2228
  4.04    1.57  -0.2119
  4.99    1.64  -0.2082
  6.10    1.63  -0.1867
  7.03    1.65  -0.2268
  8.06    1.64  -0.2757
  8.99    1.49  -0.3005
  9.92    1.45  -0.3100
  9.69    1.46  -0.3062
  8.84    1.57  -0.2926
  7.68    1.68  -0.2619
  6.83    1.67  -0.2171
  5.80    1.64  -0.1887
  4.84    1.63  -0.2051
  3.83    1.59  -0.2136
  2.82    1.54  -0.2206
  1.72    1.47  -0.2249
  0.74    1.41  -0.2300
 -0.30    1.32  -0.2329
 -1.26    1.21  -0.2302
 -2.40    1.16  -0.2426
 -3.37    1.08  -0.2451
 -4.42    1.00  -0.2515
 -5.43    0.94  -0.2581
 -6.35    0.86  -0.2612
 -7.52    0.75  -0.2610
 -8.54    0.67  -0.2633
 -9.50    0.59  -0.2632
Tabulated from data in file 06912gw.dat & reduced using program C10.20

Average Reynolds #:
305697.5
Number of angles of attack:
41
 alpha  /   Cl   /  Cm
-10.22    0.55  -0.2698
 -9.20    0.64  -0.2722
 -8.23    0.73  -0.2724
 -7.15    0.80  -0.2677
 -6.14    0.89  -0.2665
 -5.17    0.97  -0.2641
 -4.18    1.05  -0.2594
 -3.18    1.12  -0.2558
 -2.07    1.19  -0.2467
 -1.07    1.28  -0.2438
 -0.03    1.37  -0.2401
  0.96    1.43  -0.2346
  2.07    1.50  -0.2294
  3.12    1.57  -0.2234
  4.04    1.62  -0.2179
  5.15    1.66  -0.2074
  6.12    1.66  -0.1895
  7.14    1.68  -0.2348
  7.93    1.67  -0.2681
  8.96    1.56  -0.2976
  9.89    1.46  -0.3121
  9.71    1.49  -0.3104
  8.63    1.59  -0.2916
  7.84    1.65  -0.2669
  6.84    1.69  -0.2214
  5.81    1.66  -0.1906
  4.79    1.67  -0.2116
  3.80    1.62  -0.2187
  2.81    1.56  -0.2242
  1.66    1.49  -0.2305
  0.77    1.43  -0.2355
 -0.30    1.35  -0.2412
 -1.39    1.26  -0.2434
 -2.39    1.18  -0.2493
 -3.44    1.11  -0.2571
 -4.42    1.03  -0.2597
 -5.44    0.95  -0.2642
 -6.54    0.86  -0.2649
 -7.41    0.79  -0.2694
 -8.63    0.69  -0.2692
 -9.56    0.61  -0.2697
Tabulated from data in file 06913gw.dat & reduced using program C10.20

Average Reynolds #:
407704.6
Number of angles of attack:
31
 alpha  /   Cl   /  Cm
 -9.20    0.65  -0.2717
 -8.29    0.73  -0.2717
 -7.15    0.82  -0.2691
 -6.20    0.90  -0.2679
 -5.16    0.99  -0.2643
 -4.03    1.09  -0.2636
 -2.97    1.14  -0.2551
 -2.07    1.22  -0.2510
 -1.00    1.32  -0.2476
  0.08    1.39  -0.2414
  0.94    1.44  -0.2352
  2.11    1.53  -0.2305
  3.05    1.59  -0.2251
  4.07    1.66  -0.2205
  5.17    1.73  -0.2142
  6.12    1.68  -0.1932
  5.79    1.69  -0.1941
  4.85    1.71  -0.2157
  3.78    1.65  -0.2211
  2.71    1.59  -0.2304
  1.65    1.51  -0.2355
  0.69    1.44  -0.2400
 -0.27    1.37  -0.2426
 -1.43    1.28  -0.2471
 -2.46    1.18  -0.2493
 -3.42    1.12  -0.2569
 -4.44    1.04  -0.2608
 -5.38    0.96  -0.2639
 -6.51    0.87  -0.2662
 -7.53    0.79  -0.2684
 -8.53    0.70  -0.2694
Tabulated from data in file 06914gw.dat & reduced using program C10.20

File ag40d_fp40_lift.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:56
