Airfoil: W1015-30 fp20
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 20°

Number of Reynolds #'s:
3

Average Reynolds #:
100003.6
Number of angles of attack:
18
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.18   -0.108   0.0480   0.0494   0.0471   0.0489   0.0459   0.0470   0.0487   0.0481   0.0490
 -7.30   -0.026   0.0482   0.0489   0.0460   0.0486   0.0470   0.0467   0.0493   0.0492   0.0495
 -6.16    0.071   0.0503   0.0512   0.0502   0.0508   0.0497   0.0484   0.0501   0.0508   0.0506
 -5.07    0.160   0.0544   0.0566   0.0544   0.0564   0.0518   0.0523   0.0550   0.0555   0.0535
 -4.10    0.243   0.0558   0.0570   0.0565   0.0580   0.0538   0.0535   0.0564   0.0564   0.0551
 -3.11    0.327   0.0527   0.0566   0.0543   0.0553   0.0503   0.0484   0.0509   0.0513   0.0541
 -2.03    0.423   0.0512   0.0558   0.0508   0.0532   0.0494   0.0484   0.0504   0.0501   0.0514
 -1.03    0.507   0.0578   0.0580   0.0557   0.0576   0.0540   0.0548   0.0580   0.0607   0.0639
  0.06    0.732   0.0564   0.0584   0.0554   0.0595   0.0558   0.0560   0.0552   0.0542   0.0563
  0.98    0.856   0.0454   0.0461   0.0443   0.0462   0.0473   0.0449   0.0426   0.0425   0.0488
  1.93    0.899   0.0522   0.0464   0.0484   0.0579   0.0583   0.0580   0.0527   0.0455   0.0505
  3.08    0.956   0.0567   0.0595   0.0516   0.0575   0.0567   0.0595   0.0592   0.0513   0.0583
  4.02    1.016   0.0580   0.0638   0.0521   0.0584   0.0608   0.0601   0.0578   0.0515   0.0599
  5.18    1.095   0.0623   0.0670   0.0574   0.0634   0.0659   0.0637   0.0607   0.0567   0.0635
  6.17    1.161   0.0662   0.0688   0.0616   0.0656   0.0671   0.0679   0.0663   0.0635   0.0689
  7.23    1.223   0.0721   0.0746   0.0678   0.0708   0.0705   0.0723   0.0737   0.0718   0.0756
  8.05    1.272   0.0754   0.0794   0.0726   0.0749   0.0717   0.0746   0.0797   0.0777   0.0725
  9.13    1.347   0.0792   0.0867   0.0773   0.0773   0.0736   0.0781   0.0834   0.0810   0.0764
Tabulated from data in file 06963sn_interp.dat & reduced using program C10.20

Average Reynolds #:
199777.7
Number of angles of attack:
21
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.33   -0.072   0.0416   0.0425   0.0409   0.0432   0.0411   0.0406   0.0405   0.0412   0.0425
 -7.14    0.028   0.0418   0.0423   0.0416   0.0424   0.0418   0.0414   0.0408   0.0422   0.0421
 -6.29    0.104   0.0426   0.0418   0.0410   0.0435   0.0456   0.0422   0.0414   0.0418   0.0433
 -5.23    0.207   0.0431   0.0434   0.0411   0.0434   0.0445   0.0429   0.0420   0.0432   0.0443
 -4.18    0.308   0.0446   0.0441   0.0429   0.0445   0.0440   0.0441   0.0453   0.0467   0.0449
 -3.24    0.400   0.0458   0.0456   0.0450   0.0477   0.0454   0.0430   0.0465   0.0475   0.0458
 -2.17    0.505   0.0467   0.0471   0.0461   0.0487   0.0462   0.0448   0.0465   0.0474   0.0472
 -0.98    0.640   0.0483   0.0493   0.0472   0.0502   0.0478   0.0481   0.0482   0.0471   0.0482
 -0.03    0.782   0.0454   0.0475   0.0434   0.0482   0.0456   0.0457   0.0453   0.0386   0.0489
  1.09    0.817   0.0525   0.0439   0.0464   0.0577   0.0601   0.0582   0.0570   0.0510   0.0452
  1.92    0.858   0.0534   0.0501   0.0496   0.0581   0.0602   0.0591   0.0568   0.0505   0.0426
  3.02    0.939   0.0551   0.0518   0.0525   0.0585   0.0605   0.0612   0.0587   0.0529   0.0443
  4.00    1.013   0.0564   0.0540   0.0543   0.0603   0.0602   0.0613   0.0616   0.0557   0.0438
  5.17    1.114   0.0584   0.0580   0.0567   0.0599   0.0618   0.0631   0.0638   0.0570   0.0469
  6.14    1.200   0.0605   0.0615   0.0580   0.0613   0.0629   0.0642   0.0658   0.0601   0.0504
  7.22    1.281   0.0637   0.0697   0.0642   0.0628   0.0611   0.0645   0.0675   0.0644   0.0550
  8.05    1.350   0.0655   0.0750   0.0666   0.0625   0.0608   0.0641   0.0707   0.0679   0.0559
  9.09    1.442   0.0673   0.0818   0.0681   0.0612   0.0583   0.0643   0.0742   0.0717   0.0591
 10.18    1.524   0.0671   0.0807   0.0655   0.0612   0.0582   0.0610   0.0684   0.0703   0.0716
 11.16    1.581   0.0699   0.0817   0.0707   0.0638   0.0617   0.0614   0.0735   0.0764   0.0698
 12.21    1.612   0.0908   0.0954   0.0916   0.0868   0.0794   0.0816   0.0881   0.0960   0.1076
Tabulated from data in file 06965sn_interp.dat & reduced using program C10.20

Average Reynolds #:
400348.9
Number of angles of attack:
22
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -10.30   -0.217   0.0396   0.0408   0.0396   0.0409   0.0386   0.0380   0.0380   0.0398   0.0409
 -9.22   -0.113   0.0405   0.0422   0.0396   0.0418   0.0400   0.0386   0.0396   0.0407   0.0412
 -8.32   -0.016   0.0411   0.0423   0.0407   0.0422   0.0399   0.0403   0.0400   0.0420   0.0415
 -7.24    0.102   0.0415   0.0448   0.0390   0.0408   0.0424   0.0409   0.0405   0.0414   0.0422
 -6.37    0.185   0.0421   0.0457   0.0408   0.0407   0.0430   0.0418   0.0417   0.0419   0.0410
 -5.37    0.281   0.0430   0.0462   0.0429   0.0432   0.0428   0.0412   0.0422   0.0425   0.0427
 -4.30    0.385   0.0436   0.0472   0.0437   0.0438   0.0434   0.0411   0.0425   0.0433   0.0437
 -3.24    0.493   0.0438   0.0473   0.0424   0.0430   0.0437   0.0427   0.0431   0.0438   0.0446
 -2.13    0.648   0.0441   0.0451   0.0397   0.0470   0.0436   0.0426   0.0452   0.0430   0.0469
 -1.02    0.824   0.0402   0.0297   0.0324   0.0504   0.0536   0.0498   0.0413   0.0305   0.0345
 -0.05    0.804   0.0481   0.0412   0.0420   0.0535   0.0576   0.0551   0.0497   0.0423   0.0432
  0.82    0.838   0.0500   0.0437   0.0460   0.0537   0.0564   0.0560   0.0527   0.0469   0.0448
  1.88    0.915   0.0518   0.0469   0.0497   0.0540   0.0550   0.0554   0.0565   0.0513   0.0454
  2.89    1.005   0.0537   0.0499   0.0528   0.0556   0.0547   0.0553   0.0577   0.0552   0.0484
  4.08    1.101   0.0558   0.0512   0.0556   0.0582   0.0574   0.0574   0.0603   0.0565   0.0500
  5.02    1.178   0.0569   0.0580   0.0571   0.0570   0.0555   0.0575   0.0620   0.0584   0.0497
  6.02    1.263   0.0585   0.0652   0.0591   0.0559   0.0525   0.0576   0.0655   0.0616   0.0506
  7.17    1.354   0.0591   0.0698   0.0598   0.0514   0.0498   0.0552   0.0671   0.0657   0.0537
  8.05    1.423   0.0598   0.0741   0.0597   0.0485   0.0481   0.0549   0.0687   0.0679   0.0564
  9.14    1.512   0.0587   0.0728   0.0572   0.0463   0.0475   0.0552   0.0675   0.0670   0.0563
 10.26    1.598   0.0596   0.0728   0.0606   0.0467   0.0468   0.0541   0.0691   0.0685   0.0585
 11.14    1.656   0.0627   0.0745   0.0646   0.0546   0.0527   0.0546   0.0664   0.0697   0.0645
Tabulated from data in file 06967sn_interp.dat & reduced using program C10.20

File w1015-30_fp20_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:55
