Airfoil: W1015-30 fp40
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 40°

Number of Reynolds #'s:
1

Average Reynolds #:
200311.3
Number of angles of attack:
10
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.20    0.560   0.1279   0.1261   0.1250   0.1296   0.1299   0.1296   0.1288   0.1277   0.1262
 -6.14    0.735   0.1312   0.1338   0.1288   0.1334   0.1308   0.1287   0.1296   0.1316   0.1330
 -4.13    0.887   0.1333   0.1323   0.1276   0.1330   0.1317   0.1330   0.1350   0.1374   0.1369
 -2.01    1.059   0.1305   0.1281   0.1238   0.1290   0.1291   0.1316   0.1349   0.1323   0.1351
  0.01    1.201   0.1454   0.1457   0.1427   0.1502   0.1466   0.1442   0.1454   0.1432   0.1449
  2.11    1.345   0.1453   0.1512   0.1492   0.1533   0.1455   0.1420   0.1415   0.1384   0.1412
  4.04    1.503   0.1473   0.1544   0.1512   0.1558   0.1468   0.1430   0.1440   0.1433   0.1401
  6.12    1.638   0.1550   0.1570   0.1585   0.1636   0.1577   0.1544   0.1517   0.1493   0.1478
  8.07    1.760   0.1621   0.1571   0.1582   0.1688   0.1669   0.1665   0.1627   0.1592   0.1570
 10.18    1.879   0.1693   0.1590   0.1607   0.1722   0.1713   0.1726   0.1726   0.1702   0.1762
Tabulated from data in file 07254gw_interp.dat & reduced using program C10.20

File w1015-30_fp40_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:55
