Airfoil: W1015-30 fp15
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 15°

Number of Reynolds #'s:
2

Average Reynolds #:
200077.1
Number of angles of attack:
22
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.30   -0.193   0.0315   0.0320   0.0295   0.0331   0.0318   0.0304   0.0312   0.0310   0.0330
 -8.18   -0.128   0.0320   0.0321   0.0301   0.0340   0.0332   0.0306   0.0316   0.0314   0.0330
 -7.29   -0.064   0.0322   0.0328   0.0293   0.0348   0.0332   0.0310   0.0315   0.0316   0.0332
 -6.28    0.006   0.0325   0.0332   0.0296   0.0347   0.0337   0.0317   0.0317   0.0311   0.0344
 -5.31    0.076   0.0334   0.0353   0.0317   0.0346   0.0328   0.0322   0.0332   0.0337   0.0342
 -4.05    0.179   0.0347   0.0374   0.0348   0.0349   0.0339   0.0329   0.0350   0.0349   0.0340
 -3.23    0.266   0.0339   0.0372   0.0332   0.0332   0.0333   0.0335   0.0327   0.0329   0.0348
 -2.20    0.373   0.0350   0.0372   0.0356   0.0354   0.0355   0.0349   0.0337   0.0325   0.0354
 -1.02    0.506   0.0359   0.0376   0.0342   0.0378   0.0358   0.0369   0.0356   0.0335   0.0361
  0.02    0.720   0.0310   0.0319   0.0290   0.0323   0.0317   0.0316   0.0314   0.0278   0.0321
  1.06    0.864   0.0243   0.0180   0.0207   0.0305   0.0336   0.0308   0.0232   0.0173   0.0206
  2.00    0.859   0.0374   0.0267   0.0284   0.0437   0.0487   0.0464   0.0384   0.0308   0.0356
  3.02    0.895   0.0394   0.0371   0.0320   0.0439   0.0463   0.0434   0.0401   0.0335   0.0391
  4.12    0.959   0.0408   0.0393   0.0339   0.0434   0.0465   0.0454   0.0416   0.0367   0.0400
  5.17    1.030   0.0431   0.0427   0.0368   0.0448   0.0472   0.0470   0.0442   0.0396   0.0428
  6.10    1.103   0.0452   0.0453   0.0391   0.0463   0.0479   0.0483   0.0475   0.0435   0.0441
  7.18    1.188   0.0480   0.0482   0.0443   0.0490   0.0487   0.0481   0.0508   0.0475   0.0472
  8.22    1.267   0.0501   0.0547   0.0481   0.0486   0.0475   0.0488   0.0540   0.0518   0.0475
  9.24    1.339   0.0502   0.0584   0.0473   0.0411   0.0401   0.0462   0.0562   0.0575   0.0547
 10.17    1.411   0.0515   0.0604   0.0491   0.0418   0.0407   0.0485   0.0583   0.0595   0.0539
 11.20    1.470   0.0547   0.0609   0.0513   0.0459   0.0474   0.0501   0.0591   0.0666   0.0562
 12.12    1.510   0.0616   0.0650   0.0575   0.0537   0.0529   0.0567   0.0650   0.0733   0.0686
Tabulated from data in file 06959sn_interp.dat & reduced using program C10.20

Average Reynolds #:
399734.7
Number of angles of attack:
21
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.26   -0.119   0.0220   0.0204   0.0197   0.0231   0.0248   0.0229   0.0221   0.0205   0.0224
 -8.44   -0.072   0.0276   0.0268   0.0238   0.0304   0.0311   0.0287   0.0265   0.0248   0.0284
 -7.42   -0.001   0.0298   0.0308   0.0257   0.0325   0.0333   0.0304   0.0279   0.0262   0.0318
 -6.34    0.078   0.0309   0.0323   0.0269   0.0322   0.0333   0.0324   0.0295   0.0283   0.0325
 -5.19    0.178   0.0325   0.0348   0.0305   0.0340   0.0330   0.0320   0.0308   0.0309   0.0338
 -4.13    0.273   0.0328   0.0354   0.0316   0.0335   0.0321   0.0318   0.0316   0.0318   0.0349
 -3.13    0.377   0.0323   0.0348   0.0288   0.0339   0.0335   0.0312   0.0312   0.0301   0.0350
 -2.15    0.543   0.0305   0.0310   0.0277   0.0336   0.0311   0.0302   0.0301   0.0282   0.0325
 -1.05    0.767   0.0193   0.0184   0.0183   0.0197   0.0199   0.0187   0.0201   0.0180   0.0210
 -0.01    0.822   0.0156   0.0141   0.0141   0.0192   0.0169   0.0151   0.0167   0.0134   0.0155
  0.89    0.847   0.0285   0.0140   0.0267   0.0492   0.0511   0.0377   0.0211   0.0122   0.0160
  1.99    0.896   0.0354   0.0157   0.0217   0.0454   0.0505   0.0489   0.0404   0.0276   0.0332
  3.06    0.944   0.0376   0.0326   0.0273   0.0418   0.0466   0.0462   0.0387   0.0289   0.0388
  4.04    1.004   0.0395   0.0356   0.0310   0.0434   0.0480   0.0460   0.0402   0.0310   0.0408
  4.99    1.071   0.0408   0.0382   0.0335   0.0443   0.0478   0.0454   0.0408   0.0341   0.0423
  6.14    1.162   0.0425   0.0430   0.0399   0.0431   0.0429   0.0435   0.0450   0.0411   0.0418
  7.00    1.230   0.0436   0.0465   0.0436   0.0425   0.0397   0.0413   0.0474   0.0459   0.0420
  8.05    1.305   0.0445   0.0493   0.0479   0.0399   0.0365   0.0389   0.0475   0.0507   0.0454
  9.05    1.390   0.0442   0.0502   0.0475   0.0376   0.0344   0.0375   0.0479   0.0516   0.0465
 10.19    1.489   0.0425   0.0493   0.0437   0.0339   0.0317   0.0379   0.0488   0.0516   0.0433
 11.25    1.571   0.0457   0.0511   0.0447   0.0393   0.0362   0.0415   0.0514   0.0546   0.0468
Tabulated from data in file 06961sn_interp.dat & reduced using program C10.20

File w1015-30_fp15_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:55
