Airfoil: AG40d-02r fp25
Builder: M. Drela, et al.
Comment: Clean, Flap = 25°

Number of Reynolds #'s:
4

Average Reynolds #:
99904.2
Number of angles of attack:
15
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.28    0.325   0.0624   0.0681   0.0653   0.0668   0.0623   0.0580   0.0606   0.0588   0.0593
 -7.14    0.432   0.0640   0.0658   0.0653   0.0669   0.0617   0.0619   0.0625   0.0630   0.0650
 -6.27    0.514   0.0660   0.0666   0.0661   0.0671   0.0654   0.0660   0.0660   0.0648   0.0659
 -5.23    0.591   0.0550   0.0568   0.0544   0.0541   0.0522   0.0535   0.0567   0.0563   0.0557
 -4.07    0.669   0.0716   0.0730   0.0711   0.0742   0.0714   0.0724   0.0744   0.0687   0.0680
 -3.08    0.745   0.0712   0.0710   0.0712   0.0744   0.0709   0.0731   0.0737   0.0686   0.0666
 -2.19    0.835   0.0686   0.0697   0.0685   0.0703   0.0692   0.0694   0.0714   0.0672   0.0634
 -1.08    0.920   0.0691   0.0685   0.0705   0.0707   0.0678   0.0708   0.0732   0.0669   0.0642
 -0.06    0.947   0.0709   0.0740   0.0675   0.0651   0.0623   0.0664   0.0779   0.0814   0.0728
  0.93    1.142   0.0720   0.0753   0.0722   0.0743   0.0711   0.0695   0.0704   0.0698   0.0736
  2.02    1.310   0.0514   0.0558   0.0486   0.0517   0.0506   0.0507   0.0519   0.0497   0.0521
  3.05    1.323   0.0631   0.0654   0.0610   0.0624   0.0620   0.0609   0.0638   0.0639   0.0652
  4.03    1.332   0.0690   0.0715   0.0666   0.0682   0.0696   0.0670   0.0688   0.0692   0.0712
  5.04    1.371   0.0766   0.0779   0.0749   0.0741   0.0738   0.0747   0.0768   0.0787   0.0818
  5.92    1.416   0.0835   0.0860   0.0801   0.0808   0.0802   0.0829   0.0867   0.0851   0.0862
Tabulated from data in file 06900gw_interp.dat & reduced using program C10.20

Average Reynolds #:
200268.6
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.29    0.255   0.0576   0.0592   0.0575   0.0582   0.0555   0.0556   0.0576   0.0584   0.0585
 -8.26    0.356   0.0570   0.0588   0.0571   0.0588   0.0579   0.0567   0.0578   0.0550   0.0539
 -7.23    0.465   0.0584   0.0586   0.0582   0.0581   0.0570   0.0598   0.0615   0.0587   0.0554
 -6.16    0.561   0.0598   0.0629   0.0591   0.0593   0.0581   0.0586   0.0617   0.0601   0.0587
 -5.28    0.649   0.0618   0.0643   0.0620   0.0625   0.0612   0.0596   0.0630   0.0612   0.0608
 -4.16    0.730   0.0652   0.0671   0.0646   0.0664   0.0642   0.0631   0.0660   0.0655   0.0646
 -3.07    0.828   0.0684   0.0702   0.0684   0.0691   0.0670   0.0660   0.0687   0.0691   0.0686
 -2.15    0.890   0.0700   0.0676   0.0676   0.0703   0.0678   0.0698   0.0746   0.0726   0.0696
 -1.13    0.929   0.0645   0.0669   0.0632   0.0647   0.0616   0.0630   0.0650   0.0659   0.0661
 -0.08    1.092   0.0633   0.0655   0.0615   0.0651   0.0628   0.0601   0.0621   0.0625   0.0667
  0.88    1.277   0.0518   0.0534   0.0523   0.0518   0.0497   0.0514   0.0511   0.0520   0.0530
  1.95    1.284   0.0603   0.0628   0.0592   0.0606   0.0608   0.0606   0.0603   0.0585   0.0593
  2.91    1.318   0.0644   0.0676   0.0627   0.0639   0.0640   0.0630   0.0660   0.0636   0.0646
  3.86    1.370   0.0695   0.0697   0.0673   0.0678   0.0693   0.0693   0.0716   0.0698   0.0715
  4.92    1.418   0.0761   0.0766   0.0733   0.0731   0.0735   0.0754   0.0791   0.0782   0.0798
  5.79    1.458   0.0833   0.0858   0.0809   0.0817   0.0788   0.0815   0.0849   0.0859   0.0873
Tabulated from data in file 06902gw_interp.dat & reduced using program C10.20

Average Reynolds #:
300752.0
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.13    0.393   0.0474   0.0489   0.0477   0.0501   0.0476   0.0460   0.0448   0.0470   0.0473
 -8.25    0.516   0.0469   0.0475   0.0466   0.0496   0.0476   0.0457   0.0459   0.0454   0.0469
 -7.11    0.519   0.0495   0.0514   0.0507   0.0516   0.0479   0.0467   0.0492   0.0484   0.0500
 -6.23    0.575   0.0540   0.0562   0.0536   0.0532   0.0521   0.0529   0.0564   0.0549   0.0528
 -5.25    0.660   0.0563   0.0583   0.0555   0.0567   0.0556   0.0550   0.0574   0.0577   0.0543
 -4.14    0.754   0.0588   0.0594   0.0589   0.0590   0.0571   0.0584   0.0608   0.0596   0.0577
 -3.13    0.845   0.0605   0.0618   0.0602   0.0602   0.0586   0.0597   0.0631   0.0612   0.0595
 -2.05    0.905   0.0582   0.0602   0.0573   0.0590   0.0569   0.0574   0.0584   0.0570   0.0590
 -1.04    1.036   0.0586   0.0599   0.0568   0.0597   0.0578   0.0566   0.0598   0.0575   0.0608
  0.02    1.258   0.0495   0.0518   0.0491   0.0492   0.0458   0.0465   0.0484   0.0512   0.0545
  0.92    1.258   0.0522   0.0534   0.0528   0.0530   0.0515   0.0513   0.0521   0.0512   0.0520
  1.98    1.294   0.0575   0.0601   0.0564   0.0575   0.0589   0.0580   0.0572   0.0553   0.0564
  3.04    1.350   0.0639   0.0657   0.0619   0.0642   0.0644   0.0637   0.0652   0.0637   0.0626
  4.09    1.415   0.0688   0.0713   0.0670   0.0691   0.0680   0.0668   0.0710   0.0688   0.0688
  5.08    1.468   0.0741   0.0748   0.0714   0.0731   0.0714   0.0738   0.0773   0.0755   0.0754
  6.11    1.523   0.0802   0.0832   0.0762   0.0775   0.0776   0.0793   0.0815   0.0827   0.0833
Tabulated from data in file 06904gw_interp.dat & reduced using program C10.20

Average Reynolds #:
400126.2
Number of angles of attack:
13
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -6.04    0.654   0.0479   0.0502   0.0477   0.0496   0.0478   0.0458   0.0465   0.0473   0.0486
 -5.09    0.701   0.0497   0.0523   0.0495   0.0519   0.0492   0.0485   0.0499   0.0478   0.0490
 -4.05    0.777   0.0551   0.0583   0.0557   0.0549   0.0538   0.0537   0.0552   0.0554   0.0542
 -3.02    0.852   0.0546   0.0552   0.0543   0.0564   0.0541   0.0538   0.0546   0.0541   0.0540
 -2.06    0.969   0.0564   0.0562   0.0551   0.0585   0.0554   0.0559   0.0577   0.0555   0.0572
 -1.01    1.219   0.0548   0.0557   0.0553   0.0568   0.0526   0.0512   0.0532   0.0552   0.0584
 -0.05    1.222   0.0470   0.0491   0.0475   0.0483   0.0459   0.0454   0.0465   0.0460   0.0473
  0.99    1.256   0.0536   0.0558   0.0524   0.0544   0.0533   0.0525   0.0533   0.0533   0.0542
  2.06    1.319   0.0596   0.0621   0.0592   0.0601   0.0591   0.0594   0.0594   0.0590   0.0584
  3.04    1.385   0.0650   0.0679   0.0628   0.0638   0.0643   0.0667   0.0673   0.0647   0.0627
  3.95    1.434   0.0680   0.0717   0.0672   0.0677   0.0662   0.0653   0.0692   0.0689   0.0675
  4.99    1.494   0.0733   0.0755   0.0712   0.0721   0.0723   0.0730   0.0750   0.0746   0.0728
  6.12    1.571   0.0802   0.0848   0.0768   0.0789   0.0783   0.0783   0.0829   0.0815   0.0803
Tabulated from data in file 06906gw_interp.dat & reduced using program C10.20

File ag40d_fp25_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:53
