Airfoil: AG40d-02r fp15
Builder: M. Drela, et al.
Comment: Clean, Flap = 15°

Number of Reynolds #'s:
5

Average Reynolds #:
100010.9
Number of angles of attack:
51
 alpha  /   Cl   /  Cm
-10.22   -0.38  -0.0295
 -9.25   -0.33  -0.0522
 -8.25    0.02  -0.1679
 -7.32    0.14  -0.1773
 -6.20    0.27  -0.1873
 -5.26    0.34  -0.1840
 -4.14    0.43  -0.1777
 -3.09    0.50  -0.1686
 -2.07    0.58  -0.1646
 -1.21    0.65  -0.1630
 -0.04    0.74  -0.1601
  0.86    0.88  -0.1753
  1.89    1.10  -0.1930
  3.05    1.23  -0.1827
  4.07    1.27  -0.1708
  5.08    1.25  -0.1508
  5.98    1.27  -0.1409
  7.07    1.30  -0.1318
  8.05    1.33  -0.1252
  9.05    1.37  -0.1336
 10.03    1.34  -0.2035
 10.86    1.22  -0.2353
 11.89    1.16  -0.2455
 12.87    1.13  -0.2452
 13.99    1.18  -0.2550
 14.92    1.18  -0.2555
 14.72    1.20  -0.2493
 13.76    1.18  -0.2455
 12.74    1.14  -0.2335
 11.65    1.16  -0.2264
 10.67    1.30  -0.2156
  9.83    1.37  -0.1806
  8.93    1.38  -0.1187
  7.76    1.34  -0.1210
  6.79    1.31  -0.1277
  5.73    1.28  -0.1381
  4.86    1.27  -0.1486
  3.79    1.27  -0.1640
  2.72    1.23  -0.1722
  1.71    1.09  -0.1786
  0.65    0.85  -0.1562
 -0.35    0.75  -0.1519
 -1.30    0.68  -0.1523
 -2.39    0.60  -0.1559
 -3.34    0.53  -0.1590
 -4.37    0.46  -0.1659
 -5.36    0.38  -0.1722
 -6.40    0.28  -0.1722
 -7.50    0.15  -0.1644
 -8.51   -0.02  -0.1424
 -9.55   -0.36  -0.0233
Tabulated from data in file 06861gw.dat & reduced using program C10.20

Average Reynolds #:
200055.3
Number of angles of attack:
51
 alpha  /   Cl   /  Cm
-10.26   -0.05  -0.1246
 -9.38    0.14  -0.1979
 -8.35    0.18  -0.1941
 -7.26    0.28  -0.1961
 -6.16    0.38  -0.1990
 -5.31    0.46  -0.1978
 -4.26    0.53  -0.1917
 -3.09    0.60  -0.1822
 -2.17    0.67  -0.1761
 -1.04    0.77  -0.1755
 -0.07    0.91  -0.1831
  0.94    1.16  -0.2039
  2.05    1.23  -0.1877
  2.98    1.27  -0.1764
  3.95    1.29  -0.1647
  5.07    1.32  -0.1513
  6.09    1.34  -0.1411
  7.01    1.37  -0.1340
  8.16    1.41  -0.1259
  9.11    1.44  -0.1388
  9.88    1.45  -0.2022
 11.03    1.37  -0.2375
 11.94    1.28  -0.2487
 12.95    1.24  -0.2496
 13.97    1.24  -0.2546
 14.93    1.24  -0.2544
 14.64    1.23  -0.2502
 13.61    1.24  -0.2476
 12.67    1.25  -0.2491
 11.72    1.27  -0.2369
 10.75    1.43  -0.2177
  9.81    1.40  -0.1785
  8.93    1.43  -0.1293
  7.79    1.40  -0.1240
  6.87    1.37  -0.1306
  5.78    1.34  -0.1399
  4.89    1.31  -0.1487
  3.88    1.28  -0.1600
  2.68    1.26  -0.1757
  1.67    1.22  -0.1870
  0.73    1.12  -0.1966
 -0.36    0.86  -0.1736
