Airfoil: AG40d-02r fp5
Builder: M. Drela, et al.
Comment: Clean, Flap = 5°

Number of Reynolds #'s:
5

Average Reynolds #:
99914.3
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -7.21   -0.205   0.0374   0.0359   0.0355   0.0379   0.0366   0.0362   0.0382   0.0386   0.0405
 -6.22   -0.127   0.0243   0.0242   0.0242   0.0252   0.0228   0.0232   0.0246   0.0243   0.0262
 -5.23   -0.019   0.0202   0.0212   0.0215   0.0212   0.0179   0.0188   0.0199   0.0199   0.0210
 -4.19    0.093   0.0174   0.0179   0.0178   0.0194   0.0151   0.0166   0.0173   0.0170   0.0182
 -3.10    0.204   0.0159   0.0163   0.0161   0.0205   0.0126   0.0123   0.0147   0.0176   0.0171
 -2.12    0.284   0.0165   0.0168   0.0143   0.0183   0.0151   0.0155   0.0162   0.0193   0.0168
 -1.01    0.394   0.0172   0.0176   0.0168   0.0183   0.0165   0.0171   0.0163   0.0173   0.0175
 -0.05    0.486   0.0187   0.0192   0.0192   0.0189   0.0177   0.0171   0.0184   0.0190   0.0205
  0.93    0.604   0.0212   0.0221   0.0191   0.0258   0.0180   0.0219   0.0200   0.0213   0.0215
  2.01    0.735   0.0163   0.0169   0.0165   0.0173   0.0156   0.0147   0.0162   0.0165   0.0165
  2.98    0.819   0.0148   0.0135   0.0145   0.0170   0.0161   0.0141   0.0114   0.0188   0.0126
  3.96    0.890   0.0176   0.0176   0.0161   0.0213   0.0179   0.0164   0.0184   0.0170   0.0164
  5.07    0.972   0.0200   0.0206   0.0200   0.0206   0.0215   0.0188   0.0206   0.0193   0.0186
  6.05    1.032   0.0240   0.0259   0.0261   0.0250   0.0238   0.0229   0.0240   0.0236   0.0204
  7.03    1.072   0.0307   0.0343   0.0320   0.0330   0.0291   0.0313   0.0302   0.0282   0.0279
  8.15    1.118   0.0407   0.0458   0.0420   0.0431   0.0410   0.0394   0.0395   0.0374   0.0375
Tabulated from data in file 06882gw_interp.dat & reduced using program C10.20

Average Reynolds #:
200045.5
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -7.25   -0.128   0.0250   0.0252   0.0237   0.0252   0.0232   0.0234   0.0259   0.0260   0.0274
 -6.34   -0.039   0.0170   0.0176   0.0168   0.0191   0.0141   0.0159   0.0172   0.0173   0.0179
 -5.22    0.075   0.0136   0.0143   0.0134   0.0138   0.0126   0.0138   0.0131   0.0133   0.0141
 -4.12    0.180   0.0120   0.0129   0.0121   0.0132   0.0112   0.0116   0.0119   0.0110   0.0120
 -3.18    0.279   0.0123   0.0131   0.0124   0.0138   0.0117   0.0115   0.0118   0.0117   0.0122
 -2.10    0.387   0.0124   0.0131   0.0128   0.0130   0.0129   0.0120   0.0114   0.0116   0.0122
 -1.08    0.488   0.0120   0.0122   0.0123   0.0124   0.0122   0.0118   0.0115   0.0116   0.0122
 -0.08    0.594   0.0129   0.0132   0.0133   0.0129   0.0128   0.0124   0.0116   0.0143   0.0125
  0.98    0.700   0.0114   0.0119   0.0103   0.0125   0.0122   0.0113   0.0107   0.0121   0.0106
  2.03    0.796   0.0105   0.0099   0.0099   0.0105   0.0115   0.0094   0.0103   0.0122   0.0105
  3.08    0.884   0.0121   0.0116   0.0118   0.0131   0.0124   0.0122   0.0126   0.0117   0.0112
  3.95    0.951   0.0138   0.0135   0.0138   0.0152   0.0141   0.0141   0.0142   0.0134   0.0125
  5.05    1.036   0.0164   0.0163   0.0163   0.0181   0.0168   0.0155   0.0174   0.0161   0.0149
  5.99    1.099   0.0211   0.0227   0.0218   0.0218   0.0212   0.0216   0.0222   0.0190   0.0183
  7.05    1.153   0.0263   0.0270   0.0254   0.0273   0.0259   0.0265   0.0276   0.0254   0.0249
  8.05    1.199   0.0321   0.0326   0.0326   0.0345   0.0329   0.0322   0.0323   0.0297   0.0301
Tabulated from data in file 06884gw_interp.dat & reduced using program C10.20

Average Reynolds #:
299606.8
Number of angles of attack:
17
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.27   -0.284   0.0653   0.0675   0.0625   0.0634   0.0596   0.0606   0.0663   0.0690   0.0734
 -7.14   -0.122   0.0188   0.0190   0.0181   0.0188   0.0178   0.0182   0.0187   0.0199   0.0198
 -6.18   -0.022   0.0134   0.0134   0.0136   0.0133   0.0128   0.0134   0.0130   0.0138   0.0136
 -5.10    0.086   0.0112   0.0122   0.0113   0.0118   0.0101   0.0108   0.0106   0.0113   0.0115
 -4.13    0.184   0.0101   0.0112   0.0099   0.0107   0.0096   0.0099   0.0097   0.0099   0.0098
 -3.01    0.306   0.0095   0.0105   0.0094   0.0101   0.0087   0.0093   0.0093   0.0093   0.0098
 -2.19    0.391   0.0096   0.0109   0.0094   0.0104   0.0091   0.0090   0.0089   0.0093   0.0097
 -1.07    0.509   0.0104   0.0110   0.0095   0.0109   0.0112   0.0098   0.0096   0.0102   0.0107
 -0.08    0.606   0.0090   0.0091   0.0083   0.0102   0.0091   0.0077   0.0093   0.0092   0.0091
  1.01    0.707   0.0086   0.0078   0.0088   0.0095   0.0087   0.0079   0.0091   0.0087   0.0082
  1.88    0.790   0.0088   0.0083   0.0088   0.0102   0.0092   0.0085   0.0090   0.0084   0.0081
  3.03    0.887   0.0108   0.0103   0.0103   0.0122   0.0110   0.0105   0.0112   0.0103   0.0103
  4.06    0.978   0.0128   0.0124   0.0124   0.0143   0.0131   0.0124   0.0136   0.0125   0.0117
  4.99    1.055   0.0151   0.0148   0.0148   0.0167   0.0153   0.0146   0.0157   0.0147   0.0139
  6.17    1.137   0.0194   0.0199   0.0192   0.0200   0.0197   0.0191   0.0200   0.0187   0.0185
  7.15    1.190   0.0234   0.0231   0.0227   0.0246   0.0237   0.0235   0.0244   0.0223   0.0231
  8.09    1.235   0.0300   0.0294   0.0293   0.0319   0.0304   0.0304   0.0304   0.0283   0.0296
Tabulated from data in file 06886gw_interp.dat & reduced using program C10.20

Average Reynolds #:
399192.4
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -7.13   -0.125   0.0160   0.0150   0.0159   0.0161   0.0157   0.0155   0.0167   0.0171   0.0160
 -6.28   -0.044   0.0119   0.0109   0.0126   0.0121   0.0116   0.0118   0.0120   0.0126   0.0116
 -5.20    0.074   0.0100   0.0095   0.0112   0.0107   0.0088   0.0103   0.0103   0.0099   0.0093
 -4.21    0.177   0.0090   0.0091   0.0097   0.0093   0.0082   0.0096   0.0087   0.0091   0.0081
 -3.13    0.289   0.0084   0.0097   0.0077   0.0086   0.0083   0.0087   0.0081   0.0074   0.0089
 -1.96    0.419   0.0084   0.0087   0.0083   0.0085   0.0084   0.0079   0.0079   0.0083   0.0089
 -1.08    0.514   0.0088   0.0090   0.0088   0.0092   0.0095   0.0081   0.0084   0.0086   0.0090
 -0.05    0.615   0.0080   0.0080   0.0077   0.0086   0.0085   0.0072   0.0075   0.0086   0.0075
  1.04    0.719   0.0074   0.0069   0.0076   0.0078   0.0080   0.0071   0.0073   0.0070   0.0071
  1.90    0.794   0.0089   0.0085   0.0088   0.0100   0.0094   0.0086   0.0091   0.0085   0.0085
  2.98    0.898   0.0105   0.0100   0.0101   0.0119   0.0107   0.0101   0.0109   0.0099   0.0100
  4.09    0.991   0.0123   0.0118   0.0120   0.0139   0.0124   0.0119   0.0129   0.0120   0.0113
  5.13    1.071   0.0151   0.0148   0.0146   0.0168   0.0154   0.0147   0.0158   0.0146   0.0142
  6.02    1.134   0.0178   0.0179   0.0174   0.0191   0.0179   0.0174   0.0186   0.0172   0.0169
  7.17    1.205   0.0221   0.0216   0.0211   0.0235   0.0223   0.0224   0.0228   0.0215   0.0219
  8.12    1.251   0.0271   0.0263   0.0269   0.0286   0.0265   0.0277   0.0275   0.0260   0.0270
Tabulated from data in file 06888gw_interp.dat & reduced using program C10.20

Average Reynolds #:
499053.7
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -7.22   -0.141   0.0141   0.0138   0.0140   0.0136   0.0143   0.0141   0.0141   0.0151   0.0142
 -6.11   -0.024   0.0109   0.0109   0.0107   0.0105   0.0111   0.0115   0.0103   0.0111   0.0108
