Airfoil: W1015-30 fp10
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 10°

Number of Reynolds #'s:
3

Average Reynolds #:
100140.7
Number of angles of attack:
21
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.96   -0.327   0.0289   0.0300   0.0280   0.0302   0.0272   0.0275   0.0298   0.0282   0.0302
 -8.03   -0.262   0.0295   0.0298   0.0272   0.0309   0.0285   0.0287   0.0311   0.0298   0.0299
 -6.98   -0.193   0.0293   0.0307   0.0274   0.0303   0.0280   0.0285   0.0304   0.0295   0.0294
 -5.87   -0.097   0.0312   0.0330   0.0303   0.0311   0.0292   0.0289   0.0322   0.0325   0.0320
 -4.83    0.002   0.0332   0.0354   0.0326   0.0343   0.0317   0.0308   0.0325   0.0332   0.0351
 -3.79    0.081   0.0323   0.0360   0.0338   0.0339   0.0312   0.0307   0.0312   0.0294   0.0321
 -2.79    0.163   0.0302   0.0340   0.0302   0.0313   0.0290   0.0295   0.0297   0.0282   0.0294
 -1.76    0.236   0.0318   0.0359   0.0338   0.0326   0.0308   0.0299   0.0307   0.0304   0.0306
 -0.75    0.316   0.0331   0.0349   0.0329   0.0348   0.0328   0.0322   0.0326   0.0316   0.0328
  0.34    0.480   0.0260   0.0270   0.0258   0.0274   0.0257   0.0247   0.0259   0.0251   0.0262
  1.36    0.657   0.0203   0.0189   0.0190   0.0210   0.0208   0.0209   0.0210   0.0209   0.0201
  2.29    0.735   0.0236   0.0216   0.0221   0.0262   0.0270   0.0226   0.0237   0.0240   0.0218
  3.38    0.807   0.0272   0.0260   0.0270   0.0305   0.0298   0.0262   0.0275   0.0264   0.0243
  4.44    0.881   0.0317   0.0297   0.0306   0.0330   0.0329   0.0316   0.0329   0.0326   0.0303
  5.40    0.941   0.0361   0.0340   0.0359   0.0371   0.0374   0.0359   0.0374   0.0354   0.0354
  6.48    1.004   0.0408   0.0369   0.0377   0.0412   0.0420   0.0416   0.0430   0.0430   0.0408
  7.43    1.052   0.0454   0.0442   0.0450   0.0472   0.0476   0.0440   0.0446   0.0440   0.0464
  8.49    1.103   0.0509   0.0480   0.0497   0.0516   0.0509   0.0518   0.0520   0.0509   0.0522
  9.45    1.150   0.0546   0.0537   0.0559   0.0556   0.0534   0.0538   0.0552   0.0541   0.0550
 10.46    1.201   0.0585   0.0593   0.0597   0.0570   0.0551   0.0573   0.0583   0.0593   0.0618
 11.43    1.244   0.0634   0.0661   0.0656   0.0597   0.0558   0.0583   0.0635   0.0687   0.0693
Tabulated from data in file 06952gw_interp.dat & reduced using program C10.20

Average Reynolds #:
200107.6
Number of angles of attack:
23
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.97   -0.374   0.0197   0.0194   0.0188   0.0211   0.0195   0.0193   0.0200   0.0201   0.0196
 -8.95   -0.284   0.0192   0.0191   0.0181   0.0200   0.0191   0.0187   0.0197   0.0199   0.0193
 -7.93   -0.196   0.0190   0.0192   0.0178   0.0202   0.0184   0.0183   0.0195   0.0194   0.0191
 -6.87   -0.104   0.0190   0.0197   0.0177   0.0200   0.0177   0.0177   0.0196   0.0198   0.0197
 -5.91   -0.017   0.0193   0.0200   0.0187   0.0200   0.0181   0.0182   0.0193   0.0200   0.0201
 -4.79    0.078   0.0208   0.0240   0.0213   0.0212   0.0185   0.0192   0.0200   0.0215   0.0207
 -3.88    0.143   0.0227   0.0270   0.0227   0.0224   0.0208   0.0214   0.0226   0.0222   0.0228
