Airfoil: W1015-20 fp60
Builder: S. Cassidy
Comment: Clean, Cf/C = 20%, Flap = 60°

Number of Reynolds #'s:
1

Average Reynolds #:
200134.8
Number of angles of attack:
10
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.24    0.538   0.1472   0.1543   0.1480   0.1498   0.1467   0.1423   0.1446   0.1446   0.1473
 -6.11    0.732   0.1487   0.1598   0.1500   0.1523   0.1472   0.1446   0.1455   0.1432   0.1473
 -4.03    0.871   0.1483   0.1541   0.1492   0.1509   0.1446   0.1442   0.1451   0.1470   0.1509
 -2.05    1.001   0.1426   0.1450   0.1404   0.1458   0.1422   0.1419   0.1420   0.1405   0.1428
 -0.01    1.146   0.1485   0.1519   0.1456   0.1476   0.1454   0.1467   0.1493   0.1478   0.1537
  2.12    1.326   0.1492   0.1513   0.1450   0.1521   0.1478   0.1467   0.1494   0.1491   0.1519
  4.01    1.488   0.1484   0.1497   0.1457   0.1500   0.1447   0.1466   0.1489   0.1484   0.1530
  6.18    1.658   0.1536   0.1570   0.1527   0.1554   0.1480   0.1511   0.1539   0.1537   0.1572
  8.09    1.775   0.1596   0.1655   0.1606   0.1642   0.1567   0.1569   0.1596   0.1555   0.1583
 10.22    1.905   0.1715   0.1809   0.1780   0.1782   0.1718   0.1682   0.1653   0.1628   0.1666
Tabulated from data in file 07250gw_interp.dat & reduced using program C10.20

File w1015-20_fp60_drag.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:55
