Airfoil: W1011-30 f0
Builder: S. Cassidy
Comment: Clean, Cf/C = 30%, Flap = 0°

Number of Reynolds #'s:
3

Average Reynolds #:
100108.2
Number of angles of attack:
19
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.25   -0.767   0.0265   0.0274   0.0267   0.0274   0.0249   0.0264   0.0266   0.0277   0.0246
 -7.20   -0.684   0.0216   0.0213   0.0220   0.0231   0.0198   0.0204   0.0234   0.0230   0.0197
 -6.23   -0.604   0.0192   0.0193   0.0189   0.0216   0.0181   0.0180   0.0203   0.0200   0.0177
 -5.20   -0.516   0.0168   0.0167   0.0165   0.0185   0.0159   0.0157   0.0180   0.0166   0.0164
 -4.12   -0.424   0.0153   0.0151   0.0147   0.0167   0.0148   0.0144   0.0160   0.0155   0.0154
 -3.09   -0.343   0.0140   0.0136   0.0143   0.0151   0.0130   0.0132   0.0158   0.0138   0.0130
 -2.08   -0.250   0.0128   0.0129   0.0138   0.0149   0.0114   0.0113   0.0131   0.0134   0.0115
 -1.06   -0.175   0.0121   0.0133   0.0119   0.0144   0.0096   0.0104   0.0133   0.0125   0.0115
 -0.08    0.001   0.0107   0.0120   0.0102   0.0122   0.0096   0.0098   0.0103   0.0131   0.0086
  0.90    0.124   0.0131   0.0152   0.0112   0.0141   0.0123   0.0111   0.0127   0.0129   0.0154
  1.91    0.210   0.0137   0.0098   0.0181   0.0156   0.0098   0.0164   0.0117   0.0171   0.0111
  2.91    0.309   0.0150   0.0145   0.0155   0.0178   0.0156   0.0130   0.0131   0.0160   0.0149
  3.92    0.402   0.0171   0.0158   0.0189   0.0167   0.0191   0.0153   0.0152   0.0194   0.0165
  4.97    0.496   0.0190   0.0180   0.0227   0.0173   0.0203   0.0173   0.0167   0.0220   0.0177
  6.07    0.604   0.0225   0.0215   0.0246   0.0220   0.0237   0.0217   0.0219   0.0249   0.0198
  7.14    0.696   0.0271   0.0269   0.0284   0.0269   0.0285   0.0253   0.0262   0.0297   0.0253
  8.17    0.780   0.0302   0.0295   0.0304   0.0305   0.0318   0.0288   0.0299   0.0314   0.0296
  9.15    0.850   0.0354   0.0348   0.0359   0.0375   0.0369   0.0338   0.0348   0.0350   0.0344
 10.06    0.918   0.0422   0.0410   0.0420   0.0443   0.0440   0.0421   0.0410   0.0414   0.0416
Tabulated from data in file 07129sn_interp.dat & reduced using program C10.20

Average Reynolds #:
199881.6
Number of angles of attack:
20
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -8.21   -0.800   0.0187   0.0198   0.0195   0.0184   0.0186   0.0178   0.0188   0.0182   0.0183
 -7.34   -0.723   0.0167   0.0174   0.0167   0.0170   0.0160   0.0162   0.0166   0.0172   0.0167
 -6.19   -0.619   0.0145   0.0145   0.0141   0.0155   0.0140   0.0142   0.0144   0.0149   0.0147
 -5.15   -0.514   0.0130   0.0131   0.0124   0.0145   0.0126   0.0128   0.0131   0.0130   0.0128
 -4.19   -0.417   0.0118   0.0119   0.0116   0.0133   0.0113   0.0116   0.0118   0.0115   0.0116
 -3.13   -0.312   0.0105   0.0106   0.0107   0.0117   0.0101   0.0097   0.0104   0.0101   0.0104
 -2.07   -0.186   0.0097   0.0096   0.0097   0.0109   0.0088   0.0086   0.0097   0.0108   0.0096
 -1.18   -0.117   0.0087   0.0089   0.0088   0.0092   0.0082   0.0077   0.0087   0.0093   0.0087
 -0.11   -0.000   0.0090   0.0094   0.0074   0.0107   0.0090   0.0086   0.0093   0.0100   0.0078
  0.98    0.121   0.0092   0.0107   0.0069   0.0098   0.0088   0.0096   0.0091   0.0100   0.0085
  2.05    0.234   0.0101   0.0116   0.0099   0.0102   0.0093   0.0102   0.0097   0.0097   0.0104
