Airfoil: AG40d-02r fn5
Builder: M. Drela, et al.
Comment: Clean, Flap = -5°

Number of Reynolds #'s:
4

Average Reynolds #:
100020.6
Number of angles of attack:
16
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -4.07   -0.417   0.0235   0.0249   0.0241   0.0240   0.0224   0.0224   0.0238   0.0230   0.0231
 -3.10   -0.336   0.0182   0.0194   0.0190   0.0189   0.0171   0.0173   0.0186   0.0178   0.0179
 -2.20   -0.261   0.0140   0.0137   0.0147   0.0159   0.0126   0.0129   0.0134   0.0155   0.0135
 -1.10   -0.154   0.0106   0.0094   0.0101   0.0125   0.0118   0.0086   0.0110   0.0093   0.0122
 -0.13   -0.035   0.0114   0.0146   0.0085   0.0104   0.0142   0.0108   0.0102   0.0107   0.0117
  0.87    0.096   0.0119   0.0122   0.0117   0.0124   0.0132   0.0118   0.0111   0.0121   0.0110
  1.93    0.194   0.0133   0.0151   0.0166   0.0144   0.0144   0.0107   0.0132   0.0114   0.0104
  2.97    0.277   0.0151   0.0161   0.0156   0.0149   0.0167   0.0140   0.0149   0.0147   0.0137
  3.95    0.362   0.0162   0.0164   0.0151   0.0161   0.0183   0.0155   0.0161   0.0164   0.0156
  5.04    0.459   0.0166   0.0159   0.0152   0.0171   0.0183   0.0155   0.0168   0.0174   0.0165
  6.14    0.557   0.0165   0.0166   0.0161   0.0170   0.0178   0.0160   0.0166   0.0161   0.0157
  7.08    0.640   0.0185   0.0189   0.0182   0.0207   0.0195   0.0174   0.0181   0.0180   0.0173
  8.11    0.724   0.0209   0.0234   0.0215   0.0213   0.0218   0.0208   0.0197   0.0207   0.0182
  9.04    0.784   0.0260   0.0267   0.0273   0.0269   0.0262   0.0270   0.0268   0.0242   0.0232
 10.16    0.852   0.0362   0.0395   0.0381   0.0391   0.0375   0.0363   0.0352   0.0325   0.0318
 11.16    0.895   0.0470   0.0510   0.0495   0.0526   0.0493   0.0462   0.0456   0.0413   0.0406
Tabulated from data in file 06854gw_interp.dat & reduced using program C10.20

Average Reynolds #:
199972.3
Number of angles of attack:
17
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -5.26   -0.513   0.0398   0.0373   0.0356   0.0378   0.0376   0.0372   0.0417   0.0444   0.0469
 -4.15   -0.413   0.0202   0.0206   0.0199   0.0207   0.0197   0.0193   0.0204   0.0205   0.0204
 -3.11   -0.317   0.0144   0.0140   0.0142   0.0145   0.0141   0.0135   0.0142   0.0153   0.0153
 -2.20   -0.225   0.0115   0.0128   0.0108   0.0113   0.0108   0.0126   0.0103   0.0113   0.0120
 -1.07   -0.114   0.0085   0.0095   0.0077   0.0079   0.0088   0.0089   0.0074   0.0089   0.0090
 -0.07   -0.011   0.0087   0.0104   0.0082   0.0082   0.0087   0.0077   0.0082   0.0089   0.0093
  0.87    0.095   0.0088   0.0092   0.0075   0.0091   0.0084   0.0095   0.0093   0.0087   0.0087
  1.99    0.200   0.0098   0.0107   0.0096   0.0104   0.0090   0.0097   0.0103   0.0094   0.0094
  2.95    0.296   0.0101   0.0105   0.0101   0.0103   0.0101   0.0099   0.0102   0.0097   0.0100
  4.05    0.404   0.0103   0.0099   0.0101   0.0104   0.0111   0.0102   0.0100   0.0103   0.0104
  5.10    0.512   0.0109   0.0101   0.0106   0.0115   0.0113   0.0114   0.0103   0.0108   0.0111
  6.12    0.613   0.0122   0.0115   0.0117   0.0134   0.0121   0.0123   0.0119   0.0123   0.0120
  7.09    0.706   0.0136   0.0128   0.0133   0.0156   0.0134   0.0133   0.0141   0.0131   0.0129
  8.10    0.787   0.0165   0.0164   0.0165   0.0188   0.0177   0.0163   0.0168   0.0153   0.0145
  9.16    0.866   0.0209   0.0209   0.0200   0.0208   0.0214   0.0221   0.0218   0.0202   0.0198
 10.12    0.940   0.0264   0.0261   0.0260   0.0285   0.0276   0.0262   0.0272   0.0247   0.0247
 11.14    0.983   0.0349   0.0358   0.0351   0.0378   0.0367   0.0350   0.0356   0.0322   0.0312
