Airfoil: AG40d-02r fn20
Builder: M. Drela, et al.
Comment: Clean, Flap = -20°

Number of Reynolds #'s:
5

Average Reynolds #:
100029.0
Number of angles of attack:
53
 alpha  /   Cl   /  Cm
 -8.07   -1.00   0.1760
 -7.14   -1.04   0.1692
 -6.24   -1.05   0.1567
 -5.24   -1.02   0.1403
 -4.25   -1.03   0.1116
 -3.27   -0.98   0.0926
 -2.22   -0.88   0.0894
 -1.23   -0.77   0.0895
 -0.20   -0.67   0.0909
  0.82   -0.63   0.0961
  1.84   -0.44   0.0881
  2.97   -0.33   0.0859
  3.97   -0.22   0.0841
  4.96   -0.14   0.0887
  6.02   -0.09   0.0971
  6.96   -0.03   0.1081
  8.03    0.04   0.1148
  9.01    0.13   0.1200
 10.02    0.20   0.1221
 11.14    0.28   0.1251
 12.15    0.36   0.1264
 13.13    0.42   0.1242
 14.22    0.48   0.1233
 15.09    0.47   0.0445
 16.00    0.42   0.0231
 17.07    0.43   0.0141
 17.96    0.43   0.0089
 17.79    0.45   0.0200
 16.80    0.42   0.0275
 15.77    0.43   0.0340
 14.88    0.53   0.1263
 13.98    0.48   0.1318
 12.89    0.41   0.1360
 11.85    0.36   0.1377
 10.84    0.28   0.1337
  9.89    0.22   0.1355
  8.81    0.12   0.1298
  7.77    0.04   0.1251
  6.76   -0.03   0.1150
  5.73   -0.09   0.1069
  4.75   -0.16   0.0987
  3.63   -0.24   0.0972
  2.64   -0.34   0.0989
  1.58   -0.53   0.1131
  0.61   -0.62   0.1004
 -0.27   -0.67   0.0924
 -1.51   -0.79   0.0903
 -2.50   -0.90   0.0934
 -3.55   -0.99   0.1032
 -4.48   -1.04   0.1283
 -5.49   -1.04   0.1581
 -6.47   -1.07   0.1713
 -7.47   -1.03   0.1845
Tabulated from data in file 06915ga.dat & reduced using program C10.20

Average Reynolds #:
199782.1
Number of angles of attack:
49
 alpha  /   Cl   /  Cm
 -6.19   -1.05   0.1632
 -5.23   -1.07   0.1408
 -4.26   -1.04   0.1171
 -3.27   -0.99   0.1008
 -2.17   -0.90   0.0991
 -1.16   -0.79   0.1039
 -0.22   -0.73   0.1099
  0.79   -0.66   0.1163
  1.89   -0.44   0.1112
  3.01   -0.31   0.1094
  3.95   -0.23   0.1149
  4.99   -0.16   0.1217
  5.97   -0.10   0.1295
  7.09   -0.03   0.1357
  8.07    0.04   0.1400
  9.10    0.12   0.1424
 10.12    0.22   0.1428
 11.16    0.33   0.1385
 12.09    0.44   0.1300
 13.12    0.55   0.1175
 14.20    0.62   0.1008
 15.13    0.54   0.0080
 16.04    0.54   0.0021
 17.12    0.55  -0.0015
 18.09    0.55  -0.0014
 17.71    0.55   0.0007
 16.64    0.54   0.0029
 15.70    0.54   0.0088
 14.71    0.52   0.0201
 13.71    0.59   0.1132
 12.77    0.51   0.1285
 11.85    0.40   0.1375
 10.71    0.28   0.1438
  9.70    0.17   0.1456
  8.70    0.08   0.1454
  7.66   -0.00   0.1418
  6.66   -0.06   0.1367
  5.61   -0.12   0.1293
  4.65   -0.17   0.1214
  3.58   -0.25   0.1151
  2.57   -0.34   0.1110
  1.51   -0.61   0.1237
  0.42   -0.67   0.1139
 -0.53   -0.74   0.1080
 -1.62   -0.84   0.1043
 -2.59   -0.94   0.1001
 -3.57   -1.01   0.1075
 -4.64   -1.06   0.1293
 -5.56   -1.06   0.1519
Tabulated from data in file 06917gw.dat & reduced using program C10.20

Average Reynolds #:
300366.5
Number of angles of attack:
49
 alpha  /   Cl   /  Cm
 -6.24   -1.09   0.1663
 -5.24   -1.09   0.1445
 -4.31   -1.07   0.1233
 -3.24   -1.02   0.1040
 -2.32   -0.97   0.1009
 -1.13   -0.86   0.1093
 -0.16   -0.78   0.1144
  0.80   -0.71   0.1211
  1.94   -0.64   0.1286
  2.92   -0.42   0.1203
  3.88   -0.35   0.1257
  4.89   -0.30   0.1350
  6.04   -0.24   0.1422
  7.03   -0.17   0.1427
  8.07   -0.07   0.1429
  9.02    0.03   0.1427
  9.99    0.12   0.1411
 11.17    0.25   0.1393
 12.16    0.35   0.1338
 13.23    0.48   0.1267
 14.20    0.58   0.1131
 15.17    0.65   0.0937
 16.04    0.58   0.0105
 17.05    0.57   0.0018
 17.96    0.56  -0.0013
 17.78    0.57  -0.0022
 16.74    0.58   0.0061
 15.71    0.60   0.0263
 14.82    0.63   0.1035
 13.91    0.55   0.1196
 12.86    0.44   0.1298
 11.86    0.33   0.1373
 10.81    0.21   0.1409
  9.80    0.11   0.1434
  8.82    0.01   0.1439
  7.77   -0.09   0.1451
