Airfoil: W1015-20 fp20
Builder: S. Cassidy
Comment: Clean, Cf/C = 20%, Flap = 20°

Number of Reynolds #'s:
3

Average Reynolds #:
99982.9
Number of angles of attack:
20
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
 -9.13   -0.374   0.0427   0.0449   0.0437   0.0394   0.0435   0.0415   0.0394   0.0463   0.0430
 -8.08   -0.270   0.0404   0.0415   0.0418   0.0384   0.0409   0.0369   0.0376   0.0453   0.0408
 -7.17   -0.178   0.0392   0.0402   0.0403   0.0374   0.0401   0.0364   0.0359   0.0421   0.0411
 -6.12   -0.083   0.0397   0.0408   0.0404   0.0385   0.0389   0.0366   0.0386   0.0434   0.0401
 -5.01    0.022   0.0395   0.0398   0.0413   0.0386   0.0394   0.0372   0.0383   0.0427   0.0390
 -3.93    0.111   0.0401   0.0425   0.0398   0.0405   0.0393   0.0406   0.0413   0.0386   0.0382
 -3.06    0.191   0.0413   0.0421   0.0404   0.0403   0.0409   0.0411   0.0418   0.0439   0.0401
 -2.01    0.293   0.0426   0.0419   0.0429   0.0430   0.0484   0.0420   0.0355   0.0437   0.0437
 -1.01    0.396   0.0444   0.0433   0.0492   0.0528   0.0477   0.0439   0.0377   0.0373   0.0432
  0.05    0.547   0.0414   0.0417   0.0416   0.0458   0.0400   0.0404   0.0429   0.0379   0.0405
  1.17    0.724   0.0317   0.0325   0.0309   0.0377   0.0283   0.0297   0.0351   0.0262   0.0331
  2.18    0.760   0.0371   0.0382   0.0369   0.0404   0.0365   0.0358   0.0386   0.0332   0.0370
  3.27    0.832   0.0389   0.0416   0.0353   0.0407   0.0393   0.0367   0.0394   0.0371   0.0409
  4.15    0.909   0.0412   0.0428   0.0387   0.0454   0.0399   0.0399   0.0419   0.0377   0.0430
  5.25    1.002   0.0446   0.0448   0.0414   0.0489   0.0441   0.0431   0.0465   0.0417   0.0463
  6.23    1.081   0.0484   0.0478   0.0468   0.0526   0.0468   0.0466   0.0499   0.0466   0.0499
  7.26    1.161   0.0521   0.0512   0.0501   0.0556   0.0511   0.0502   0.0534   0.0507   0.0543
  8.30    1.237   0.0552   0.0547   0.0534   0.0580   0.0545   0.0531   0.0557   0.0544   0.0580
  9.31    1.301   0.0590   0.0602   0.0582   0.0605   0.0567   0.0572   0.0602   0.0587   0.0606
 10.23    1.366   0.0618   0.0612   0.0617   0.0639   0.0584   0.0596   0.0622   0.0626   0.0650
Tabulated from data in file 07025gw_interp.dat & reduced using program C10.20

Average Reynolds #:
199856.2
Number of angles of attack:
20
 alpha  /   Cl   /  Cd   /  Spanwise Cd's >>>
