Airfoil: AG40d-02r fp25
 -5.19    0.66  -0.2280
 -4.14    0.73  -0.2230
 -3.14    0.82  -0.2205
 -2.06    0.90  -0.2137
 -1.06    0.93  -0.2009
 -0.09    1.09  -0.2120
  0.98    1.30  -0.2215
  2.01    1.28  -0.2032
  2.97    1.32  -0.1928
  4.05    1.38  -0.1850
  5.04    1.42  -0.1773
  6.05    1.47  -0.1702
  7.12    1.50  -0.1608
  8.10    1.56  -0.1889
  9.00    1.53  -0.2323
 10.05    1.44  -0.2759
 10.91    1.35  -0.2813
 11.94    1.33  -0.2880
 12.80    1.31  -0.2905
 13.85    1.36  -0.2990
 13.74    1.37  -0.2968
 12.63    1.34  -0.2915
 11.65    1.32  -0.2823
 10.65    1.35  -0.2771
  9.69    1.46  -0.2629
  8.81    1.54  -0.2324
  7.86    1.55  -0.1719
  6.85    1.49  -0.1586
  5.79    1.46  -0.1678
  4.78    1.42  -0.1757
  3.80    1.37  -0.1824
  2.69    1.31  -0.1913
  1.82    1.29  -0.2013
  0.75    1.29  -0.2203
 -0.29    1.04  -0.2022
 -1.35    0.95  -0.2043
 -2.35    0.89  -0.2134
 -3.37    0.81  -0.2180
 -4.38    0.73  -0.2224
 -5.39    0.63  -0.2234
 -6.42    0.54  -0.2233
 -7.60    0.44  -0.2232
 -8.39    0.36  -0.2202
 -9.40    0.24  -0.2119
Tabulated from data in file 06901gw.dat & reduced using program C10.20

Average Reynolds #:
301395.6
Number of angles of attack:
45
 alpha  /   Cl   /  Cm
-10.08    0.37  -0.2458
 -9.29    0.37  -0.2378
 -8.26    0.52  -0.2486
 -7.20    0.51  -0.2321
 -6.23    0.58  -0.2270
 -5.19    0.66  -0.2252
 -4.16    0.75  -0.2237
 -3.12    0.85  -0.2208
 -2.10    0.90  -0.2096
 -1.06    1.03  -0.2152
 -0.12    1.26  -0.2340
  0.99    1.26  -0.2115
  1.94    1.29  -0.2007
  3.11    1.35  -0.1928
  3.97    1.41  -0.1875
  5.05    1.47  -0.1795
  6.17    1.53  -0.1724
  7.06    1.55  -0.1635
  8.12    1.58  -0.1900
  8.99    1.60  -0.2325
  9.97    1.52  -0.2697
 10.92    1.44  -0.2824
 11.97    1.38  -0.2909
 11.63    1.39  -0.2874
 10.80    1.44  -0.2777
  9.71    1.55  -0.2552
  8.86    1.58  -0.2142
  7.80    1.59  -0.1751
  6.86    1.54  -0.1633
  5.77    1.51  -0.1734
  4.85    1.46  -0.1797
  3.69    1.40  -0.1879
  2.85    1.34  -0.1923
  1.82    1.28  -0.1988
  0.67    1.25  -0.2134
 -0.33    1.17  -0.2230
 -1.34    0.98  -0.2098
 -2.32    0.89  -0.2107
 -3.48    0.82  -0.2205
 -4.48    0.73  -0.2227
 -5.50    0.63  -0.2253
 -6.47    0.58  -0.2300
 -7.51    0.54  -0.2400
 -8.44    0.46  -0.2408
 -9.52    0.34  -0.2356
Tabulated from data in file 06903gw.dat & reduced using program C10.20

Average Reynolds #:
401769.5
Number of angles of attack:
35
 alpha  /   Cl   /  Cm
 -9.17    0.73  -0.2873
 -8.29    0.81  -0.2859
 -7.17    0.84  -0.2765
 -6.31    0.64  -0.2356
 -5.29    0.69  -0.2273
 -4.06    0.78  -0.2226
 -3.08    0.84  -0.2159
 -2.06    0.97  -0.2196
 -1.08    1.22  -0.2451
  0.02    1.22  -0.2189
  0.95    1.25  -0.2076
  2.08    1.32  -0.2002
  3.05    1.39  -0.1949
  4.03    1.44  -0.1867
  4.93    1.49  -0.1801
  6.12    1.57  -0.1739
  7.12    1.62  -0.1678
  8.01    1.61  -0.1824
  7.86    1.61  -0.1717
  6.79    1.60  -0.1677
  5.73    1.56  -0.1770
  4.70    1.50  -0.1835
  3.61    1.43  -0.1897
  2.75    1.37  -0.1949
  1.66    1.31  -0.2019
  0.65    1.23  -0.2084
 -0.46    1.23  -0.2263
 -1.39    1.14  -0.2345
 -2.40    0.92  -0.2158
 -3.55    0.83  -0.2195
 -4.54    0.77  -0.2292
 -5.52    0.69  -0.2298
 -6.68    0.64  -0.2397
 -7.53    0.88  -0.2822
 -8.47    0.80  -0.2858
Tabulated from data in file 06905gw.dat & reduced using program C10.20

File ag40d_fp25_lift.dat created using program clcm dist V1.1 on 30-Mar-2012 09:46:56
